Reporting Economy,Product/Sector,Partner Economy,2015,2016,2017,2018,2019,2020
Turkmenistan,SI3_AGG - TO - Total merchandise,World,10000.0,6964.0,7458.0,9573.0,9695.0,6385.0
Turks and Caicos Islands,SI3_AGG - TO - Total merchandise,World,5.0,4.0,4.0,4.0,3.0,3.0
Tuvalu,SI3_AGG - TO - Total merchandise,World,0.0,0.0,0.0,0.0,0.0,0.0
Uganda,SI3_AGG - TO - Total merchandise,World,2267.0,2482.0,2901.0,3087.0,3477.0,4149.0
Ukraine,SI3_AGG - TO - Total merchandise,World,38127.0,36360.0,43265.0,47348.0,50066.0,49220.0
United Arab Emirates,SI3_AGG - TO - Total merchandise,World,300477.0,295031.0,313547.0,387910.0,389373.0,319278.0
United Kingdom,SI3_AGG - TO - Total merchandise,World,465850.0,410856.0,440997.0,486439.0,469684.0,404681.0
United States of America,SI3_AGG - TO - Total merchandise,World,1502572.0,1451011.0,1546273.0,1663982.0,1643161.0,1431610.0
Uruguay,SI3_AGG - TO - Total merchandise,World,7688.0,7043.0,7888.0,7498.0,7680.0,6857.0
Uzbekistan,SI3_AGG - TO - Total merchandise,World,9443.0,8974.0,10079.0,10921.0,14024.0,13097.0
Vanuatu,SI3_AGG - TO - Total merchandise,World,39.0,50.0,47.0,61.0,56.0,46.0
"Venezuela, Bolivarian Republic of",SI3_AGG - TO - Total merchandise,World,37309.0,26696.0,31960.0,34440.0,17210.0,4980.0
Viet Nam,SI3_AGG - TO - Total merchandise,World,162065.0,176581.0,215014.0,243699.0,264268.0,282725.0
Wallis and Futuna Islands,SI3_AGG - TO - Total merchandise,World,0.0,0.0,0.0,0.0,0.0,0.0
West African Economic and Monetary Union (WAEMU),SI3_AGG - TO - Total merchandise,World,23267.0,22969.0,25390.0,28339.0,29202.0,28668.0
West African Economic Community (ECOWAS),SI3_AGG - TO - Total merchandise,World,86562.0,70892.0,89386.0,109124.0,112704.0,85457.0
WTO Members,SI3_AGG - TO - Total merchandise,World,16272865.0,15784999.0,17420027.0,19159655.0,18676524.0,17380366.0
WTO Observer governments,SI3_AGG - TO - Total merchandise,World,276838.0,250817.0,316639.0,390278.0,333374.0,230175.0
Yemen,SI3_AGG - TO - Total merchandise,World,1911.0,651.0,1244.0,1358.0,1435.0,1204.0
Zambia,SI3_AGG - TO - Total merchandise,World,6607.0,6372.0,8000.0,9034.0,7047.0,7819.0
Zimbabwe,SI3_AGG - TO - Total merchandise,World,3248.0,3335.0,3481.0,4057.0,4269.0,4396.0
