Indicator,  Merchandise exports by product group – annual (Million US dollar),,,,,,,
,,,,,,,,
Reporting Economy,Product/Sector,Partner Economy,2015,2016,2017,2018,2019,2020
Cyprus,SI3_AGG - MACH - Chemicals,World,375,384,408,489,463,526
Cyprus,SI3_AGG - MACHPH - Pharmaceuticals,World,283,288,314,374,372,435
Cyprus,SI3_AGG - MAMT - Machinery and transport equipment,World,1861,1385,1343,2328,1398,1219
Cyprus,SI3_AGG - MAMTOF - Office and telecom equipment,World,115,142,162,216,72,55
Cyprus,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,8,15,22,17,9,14
Cyprus,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,106,126,139,198,62,41
Cyprus,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,1,0,0,1
Cyprus,SI3_AGG - MAMTTE - Transport equipment,World,1668,1140,1070,1962,1184,1043
Cyprus,SI3_AGG - MAMTAU - Automotive products,World,53,39,16,14,19,17
Cyprus,SI3_AGG - MATE - Textiles,World,3,2,1,1,1,1
Cyprus,SI3_AGG - MACL - Clothing,World,11,10,13,12,14,13
Czech Republic,SI3_AGG - TO - Total merchandise,World,157878,162692,182142,202238,199128,192057
Czech Republic,SI3_AGG - AG - Agricultural products,World,10023,10105,10498,10973,11016,11503
Czech Republic,SI3_AGG - AGFO - Food,World,7947,8008,8156,8330,8374,9000
Czech Republic,SI3_AGG - MI - Fuels and mining products,World,7240,5294,5983,6933,6091,4749
Czech Republic,SI3_AGG - MIFU - Fuels,World,4737,3154,3337,4159,3674,2407
Czech Republic,SI3_AGG - MA - Manufactures,World,139304,145912,164149,183068,180658,173621
Czech Republic,SI3_AGG - MAIS - Iron and steel,World,4059,3856,4348,5405,4614,4113
Czech Republic,SI3_AGG - MACH - Chemicals,World,9428,9454,10784,12431,12895,13110
Czech Republic,SI3_AGG - MACHPH - Pharmaceuticals,World,2384,2464,2588,2997,3193,3387
Czech Republic,SI3_AGG - MAMT - Machinery and transport equipment,World,87557,91556,103848,117397,117066,111926
Czech Republic,SI3_AGG - MAMTOF - Office and telecom equipment,World,21117,20490,23483,30167,31637,33663
Czech Republic,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,11399,10831,12247,15409,15528,16684
Czech Republic,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,8190,8046,10057,13448,14665,15274
Czech Republic,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1528,1614,1179,1310,1444,1705
Czech Republic,SI3_AGG - MAMTTE - Transport equipment,World,36304,39142,43976,46905,46117,41085
Czech Republic,SI3_AGG - MAMTAU - Automotive products,World,33299,36162,40467,43267,42407,37776
Czech Republic,SI3_AGG - MATE - Textiles,World,2446,2579,2821,3036,2874,2840
Czech Republic,SI3_AGG - MACL - Clothing,World,1461,1920,2410,2580,2477,2437
Democratic Republic of the Congo,SI3_AGG - TO - Total merchandise,World,8685,7193,12296,20004,13382,14122
Democratic Republic of the Congo,SI3_AGG - AG - Agricultural products,World,113,121,134,154,170,204
Democratic Republic of the Congo,SI3_AGG - AGFO - Food,World,60,67,71,80,94,119
Democratic Republic of the Congo,SI3_AGG - MI - Fuels and mining products,World,6126,5247,7083,9119,9018,10484
Democratic Republic of the Congo,SI3_AGG - MIFU - Fuels,World,2,300,326,144,150,69
Democratic Republic of the Congo,SI3_AGG - MA - Manufactures,World,2415,1823,5074,10619,4110,3416
Democratic Republic of the Congo,SI3_AGG - MAIS - Iron and steel,World,2,1,0,0,1,1
Democratic Republic of the Congo,SI3_AGG - MACH - Chemicals,World,2095,1665,4919,10459,3941,3147
Democratic Republic of the Congo,SI3_AGG - MACHPH - Pharmaceuticals,World,2,1,2,1,2,2
Democratic Republic of the Congo,SI3_AGG - MAMT - Machinery and transport equipment,World,84,58,41,64,69,59
Democratic Republic of the Congo,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,3,1,1,3,1
Democratic Republic of the Congo,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,1,0,1
Democratic Republic of the Congo,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,2,1,1,2,0
Democratic Republic of the Congo,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Democratic Republic of the Congo,SI3_AGG - MAMTTE - Transport equipment,World,57,32,15,34,48,25
Democratic Republic of the Congo,SI3_AGG - MAMTAU - Automotive products,World,38,13,9,14,29,17
Democratic Republic of the Congo,SI3_AGG - MATE - Textiles,World,5,3,2,1,3,4
Democratic Republic of the Congo,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0
Denmark,SI3_AGG - TO - Total merchandise,World,95457,95326,102506,109711,110779,108274
Denmark,SI3_AGG - AG - Agricultural products,World,21207,21334,23129,23418,23010,22999
Denmark,SI3_AGG - AGFO - Food,World,17972,18638,20056,20372,20140,20453
Denmark,SI3_AGG - MI - Fuels and mining products,World,7015,5724,6706,7699,6731,4659
Denmark,SI3_AGG - MIFU - Fuels,World,5716,4424,5130,5964,5174,3106
Denmark,SI3_AGG - MA - Manufactures,World,65388,66713,71208,77017,79403,79310
Denmark,SI3_AGG - MAIS - Iron and steel,World,1294,1027,1149,1366,1287,1150
Denmark,SI3_AGG - MACH - Chemicals,World,19010,19819,20953,23340,26338,28932
Denmark,SI3_AGG - MACHPH - Pharmaceuticals,World,12800,13617,14119,15931,19077,21037
Denmark,SI3_AGG - MAMT - Machinery and transport equipment,World,25128,25111,26986,28800,29701,26908
Denmark,SI3_AGG - MAMTOF - Office and telecom equipment,World,3599,3661,3976,4161,4194,4475
Denmark,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1679,1681,1824,1856,1814,2006
Denmark,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1625,1678,1817,1936,2007,2134
Denmark,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,294,301,336,368,372,335
Denmark,SI3_AGG - MAMTTE - Transport equipment,World,3825,3705,4236,5191,4587,4094
Denmark,SI3_AGG - MAMTAU - Automotive products,World,2025,2176,2489,2726,2779,2624
Denmark,SI3_AGG - MATE - Textiles,World,1003,1026,1118,1208,1188,1181
Denmark,SI3_AGG - MACL - Clothing,World,3740,3821,4157,4604,4341,4273
Djibouti,SI3_AGG - TO - Total merchandise,World,134,1732,3162,3522,3996,2921
Dominica,SI3_AGG - TO - Total merchandise,World,30,18,12,10,18,14
Dominica,SI3_AGG - AG - Agricultural products,World,4,,,,,
Dominica,SI3_AGG - AGFO - Food,World,4,,,,,
Dominica,SI3_AGG - MI - Fuels and mining products,World,5,,,,,
Dominica,SI3_AGG - MIFU - Fuels,World,0,,,,,
Dominica,SI3_AGG - MA - Manufactures,World,19,,,,,
Dominica,SI3_AGG - MAIS - Iron and steel,World,0,,,,,
Dominica,SI3_AGG - MACH - Chemicals,World,12,,,,,
Dominica,SI3_AGG - MACHPH - Pharmaceuticals,World,0,,,,,
Dominica,SI3_AGG - MAMT - Machinery and transport equipment,World,3,,,,,
Dominica,SI3_AGG - MAMTOF - Office and telecom equipment,World,2,,,,,
Dominica,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,,,,,
Dominica,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,2,,,,,
Dominica,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,,,,,
Dominica,SI3_AGG - MAMTTE - Transport equipment,World,0,,,,,
Dominica,SI3_AGG - MAMTAU - Automotive products,World,0,,,,,
Dominica,SI3_AGG - MATE - Textiles,World,0,,,,,
Dominica,SI3_AGG - MACL - Clothing,World,0,,,,,
Dominican Republic,SI3_AGG - TO - Total merchandise,World,9442,9840,10135,10638,11193,10297
Dominican Republic,SI3_AGG - AG - Agricultural products,World,2061,2091,2090,2235,2318,2253
Dominican Republic,SI3_AGG - AGFO - Food,World,1992,2025,2028,2182,2273,2199
Dominican Republic,SI3_AGG - MI - Fuels and mining products,World,579,496,622,740,687,335
Dominican Republic,SI3_AGG - MIFU - Fuels,World,413,366,483,544,489,185
Dominican Republic,SI3_AGG - MA - Manufactures,World,4850,4847,5048,5487,5827,5609
Dominican Republic,SI3_AGG - MAIS - Iron and steel,World,98,165,278,386,519,449
Dominican Republic,SI3_AGG - MACH - Chemicals,World,533,514,789,853,878,834
Dominican Republic,SI3_AGG - MACHPH - Pharmaceuticals,World,185,180,449,508,584,469
Dominican Republic,SI3_AGG - MAMT - Machinery and transport equipment,World,701,731,949,1181,1257,1491
Dominican Republic,SI3_AGG - MAMTOF - Office and telecom equipment,World,74,99,175,164,150,231
Dominican Republic,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,20,15,46,23,24,19
Dominican Republic,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,52,79,122,132,63,185
Dominican Republic,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,3,4,8,9,10,27
Dominican Republic,SI3_AGG - MAMTTE - Transport equipment,World,52,46,40,49,47,31
Dominican Republic,SI3_AGG - MAMTAU - Automotive products,World,35,25,25,29,29,20
Dominican Republic,SI3_AGG - MATE - Textiles,World,300,201,232,220,232,237
Dominican Republic,SI3_AGG - MACL - Clothing,World,776,690,635,600,588,401
ECCAS (Economic Community of Central African States),SI3_AGG - TO - Total merchandise,World,69486,58306,73048,93367,74474,54219
Ecuador,SI3_AGG - TO - Total merchandise,World,18331,16798,19122,21628,22329,20227
Ecuador,SI3_AGG - AG - Agricultural products,World,9462,9649,10562,11048,11835,12573
Ecuador,SI3_AGG - AGFO - Food,World,8430,8637,9550,10028,10730,11240
Ecuador,SI3_AGG - MI - Fuels and mining products,World,6844,5676,7182,9085,9058,6014
Ecuador,SI3_AGG - MIFU - Fuels,World,6662,5496,6922,8807,8746,5304
Ecuador,SI3_AGG - MA - Manufactures,World,1340,1208,1172,1293,1231,1237
Ecuador,SI3_AGG - MAIS - Iron and steel,World,41,30,38,64,58,44
Ecuador,SI3_AGG - MACH - Chemicals,World,266,218,197,207,192,186
Ecuador,SI3_AGG - MACHPH - Pharmaceuticals,World,66,51,39,37,27,29
Ecuador,SI3_AGG - MAMT - Machinery and transport equipment,World,340,297,275,295,232,213
Ecuador,SI3_AGG - MAMTOF - Office and telecom equipment,World,31,60,62,19,11,11
Ecuador,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,5,5,14,12,7,7
Ecuador,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,25,54,46,6,4,4
Ecuador,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,0,2,1,1,1
Ecuador,SI3_AGG - MAMTTE - Transport equipment,World,175,101,86,119,91,81
Ecuador,SI3_AGG - MAMTAU - Automotive products,World,91,26,24,35,38,30
Ecuador,SI3_AGG - MATE - Textiles,World,91,76,66,67,59,59
Ecuador,SI3_AGG - MACL - Clothing,World,33,30,24,29,35,25
Egypt,SI3_AGG - TO - Total merchandise,World,21349,25468,25604,27624,28993,26630
Egypt,SI3_AGG - AG - Agricultural products,World,4932,5182,5124,5150,5592,5311
Egypt,SI3_AGG - AGFO - Food,World,4377,4652,4654,4656,5073,4846
Egypt,SI3_AGG - MI - Fuels and mining products,World,4903,4004,6136,8404,9156,5748
Egypt,SI3_AGG - MIFU - Fuels,World,3927,3162,5116,7243,8115,4724
Egypt,SI3_AGG - MA - Manufactures,World,11288,11122,13064,14066,13833,12831
Egypt,SI3_AGG - MAIS - Iron and steel,World,308,525,875,1060,696,699
Egypt,SI3_AGG - MACH - Chemicals,World,3198,3447,4527,5488,5267,4683
Egypt,SI3_AGG - MACHPH - Pharmaceuticals,World,254,294,280,247,272,268
Egypt,SI3_AGG - MAMT - Machinery and transport equipment,World,1996,1851,2045,1807,1925,1872
Egypt,SI3_AGG - MAMTOF - Office and telecom equipment,World,811,648,775,709,879,792
Egypt,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,7,1,1,0,1,10
Egypt,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,803,642,764,699,860,762
Egypt,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,5,10,9,18,20
Egypt,SI3_AGG - MAMTTE - Transport equipment,World,99,137,110,109,78,117
Egypt,SI3_AGG - MAMTAU - Automotive products,World,85,127,106,105,72,84
Egypt,SI3_AGG - MATE - Textiles,World,1452,1221,1279,1379,1293,1249
Egypt,SI3_AGG - MACL - Clothing,World,1349,1284,1463,1616,1704,1357
El Salvador,SI3_AGG - TO - Total merchandise,World,5509,5420,5760,5905,5905,5044
El Salvador,SI3_AGG - AG - Agricultural products,World,1125,1027,1125,1083,1158,1129
El Salvador,SI3_AGG - AGFO - Food,World,1080,984,1079,1040,1111,1087
El Salvador,SI3_AGG - MI - Fuels and mining products,World,176,216,249,284,262,204
El Salvador,SI3_AGG - MIFU - Fuels,World,108,155,183,209,199,158
El Salvador,SI3_AGG - MA - Manufactures,World,4195,4167,4379,4534,4480,3693
El Salvador,SI3_AGG - MAIS - Iron and steel,World,137,133,151,172,149,126
El Salvador,SI3_AGG - MACH - Chemicals,World,354,380,394,387,444,474
El Salvador,SI3_AGG - MACHPH - Pharmaceuticals,World,125,139,140,143,170,182
El Salvador,SI3_AGG - MAMT - Machinery and transport equipment,World,299,303,371,424,344,309
El Salvador,SI3_AGG - MAMTOF - Office and telecom equipment,World,14,12,15,17,20,19
El Salvador,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,5,6,5,4,5,3
El Salvador,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,7,5,3,3,5,3
El Salvador,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,1,8,10,10,13
El Salvador,SI3_AGG - MAMTTE - Transport equipment,World,19,16,14,16,15,25
El Salvador,SI3_AGG - MAMTAU - Automotive products,World,15,14,11,12,11,15
El Salvador,SI3_AGG - MATE - Textiles,World,368,383,424,446,470,399
El Salvador,SI3_AGG - MACL - Clothing,World,2178,2134,2188,2243,2137,1524
Equatorial Guinea,SI3_AGG - TO - Total merchandise,World,6500,4900,5200,6500,5300,3200
Eritrea,SI3_AGG - TO - Total merchandise,World,499,436,583,669,768,556
Estonia,SI3_AGG - TO - Total merchandise,World,12836,13171,14559,17017,16110,16381
Estonia,SI3_AGG - AG - Agricultural products,World,2168,2145,2434,2629,2678,2672
Estonia,SI3_AGG - AGFO - Food,World,1246,1184,1325,1350,1523,1578
Estonia,SI3_AGG - MI - Fuels and mining products,World,1377,1237,1752,2945,2243,2101
Estonia,SI3_AGG - MIFU - Fuels,World,1168,1013,1398,2524,1888,1783
Estonia,SI3_AGG - MA - Manufactures,World,9192,9650,10249,11332,10989,11240
Estonia,SI3_AGG - MAIS - Iron and steel,World,145,154,188,217,227,209
Estonia,SI3_AGG - MACH - Chemicals,World,750,791,970,1081,1040,1132
Estonia,SI3_AGG - MACHPH - Pharmaceuticals,World,71,84,94,109,111,111
Estonia,SI3_AGG - MAMT - Machinery and transport equipment,World,4411,4660,4726,5177,4990,5166
Estonia,SI3_AGG - MAMTOF - Office and telecom equipment,World,1611,1690,1372,1490,1255,1586
Estonia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,57,79,85,89,96,103
Estonia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1502,1542,1228,1331,1094,1411
Estonia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,52,69,59,70,66,71
Estonia,SI3_AGG - MAMTTE - Transport equipment,World,906,975,1180,1194,1279,1183
Estonia,SI3_AGG - MAMTAU - Automotive products,World,505,557,633,780,853,761
Estonia,SI3_AGG - MATE - Textiles,World,150,163,179,188,188,208
Estonia,SI3_AGG - MACL - Clothing,World,204,214,238,253,237,207
Eswatini,SI3_AGG - TO - Total merchandise,World,1812,1633,1801,1842,2002,1703
Eswatini,SI3_AGG - AG - Agricultural products,World,613,575,541,581,681,633
Eswatini,SI3_AGG - AGFO - Food,World,540,482,440,479,574,540
Eswatini,SI3_AGG - MI - Fuels and mining products,World,17,17,25,23,21,23
Eswatini,SI3_AGG - MIFU - Fuels,World,14,15,21,18,17,20
Eswatini,SI3_AGG - MA - Manufactures,World,1180,1040,1235,1237,1299,1046
Eswatini,SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,0,0
Eswatini,SI3_AGG - MACH - Chemicals,World,892,823,940,909,974,777
Eswatini,SI3_AGG - MACHPH - Pharmaceuticals,World,1,3,1,1,1,1
Eswatini,SI3_AGG - MAMT - Machinery and transport equipment,World,28,22,28,47,42,36
Eswatini,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,1,2,12,2,1
Eswatini,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1,1,1,3,1,0
Eswatini,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,1,8,1,1
Eswatini,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Eswatini,SI3_AGG - MAMTTE - Transport equipment,World,6,4,6,8,12,9
Eswatini,SI3_AGG - MAMTAU - Automotive products,World,5,3,4,7,7,7
Eswatini,SI3_AGG - MATE - Textiles,World,39,32,34,37,37,31
Eswatini,SI3_AGG - MACL - Clothing,World,135,162,188,194,203,168
Ethiopia,SI3_AGG - TO - Total merchandise,World,2914,2789,3022,2704,2741,3258
Ethiopia,SI3_AGG - AG - Agricultural products,World,2283,2265,2451,2117,2329,2676
Ethiopia,SI3_AGG - AGFO - Food,World,2046,2032,2199,1870,1956,2209
Ethiopia,SI3_AGG - MI - Fuels and mining products,World,9,9,11,14,10,9
Ethiopia,SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,0
Ethiopia,SI3_AGG - MA - Manufactures,World,271,241,314,327,329,253
Ethiopia,SI3_AGG - MAIS - Iron and steel,World,0,1,0,0,0,0
Ethiopia,SI3_AGG - MACH - Chemicals,World,4,4,6,6,8,8
Ethiopia,SI3_AGG - MACHPH - Pharmaceuticals,World,1,2,2,1,1,1
Ethiopia,SI3_AGG - MAMT - Machinery and transport equipment,World,8,20,56,42,21,31
Ethiopia,SI3_AGG - MAMTOF - Office and telecom equipment,World,4,19,55,41,19,30
Ethiopia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,,0,0,0,0,0
Ethiopia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,4,19,55,41,18,29
Ethiopia,SI3_AGG - MAMTTE - Transport equipment,World,1,0,0,0,1,0
Ethiopia,SI3_AGG - MAMTAU - Automotive products,World,0,0,0,0,0,0
Ethiopia,SI3_AGG - MATE - Textiles,World,34,24,23,19,21,13
Ethiopia,SI3_AGG - MACL - Clothing,World,70,58,74,106,164,143
Euro Area (19),SI3_AGG - TO - Total merchandise,World,4139156,4162775,4562714,4996532,4836700,4493908
Europe,SI3_AGG - TO - Total merchandise,World,6009471,5991440,6555260,7181438,6986675,6530566
European Free Trade Association (EFTA),SI3_AGG - TO - Total merchandise,World,398367,395746,405535,438096,421955,408364
European Union,SI3_AGG - TO - Total merchandise,World,4929053,4969739,5466719,5993402,5825085,5461710
European Union,SI3_AGG - TO - Total merchandise,European Union,2848864,2904211,3213323,3561045,3438889,3252118
European Union,SI3_AGG - TO - Total merchandise,Extra EU Trade,2080189,2065528,2253396,2432357,2386196,2209593
European Union,SI3_AGG - AG - Agricultural products,World,552261,565947,613123,649779,641514,653850
European Union,SI3_AGG - AG - Agricultural products,European Union,360287,371827,404001,428898,417396,422446
European Union,SI3_AGG - AG - Agricultural products,Extra EU Trade,191975,194120,209121,220881,224118,231404
European Union,SI3_AGG - AGFO - Food,World,474850,489947,529588,557923,554894,571294
European Union,SI3_AGG - AGFO - Food,European Union,312139,323957,352293,371214,364445,372526
European Union,SI3_AGG - AGFO - Food,Extra EU Trade,162710,165991,177295,186709,190449,198768
European Union,SI3_AGG - MI - Fuels and mining products,World,390981,340330,429883,510291,464875,358228
European Union,SI3_AGG - MI - Fuels and mining products,European Union,253404,219187,271981,324449,297893,231597
European Union,SI3_AGG - MI - Fuels and mining products,Extra EU Trade,137576,121143,157902,185842,166982,126631
European Union,SI3_AGG - MIFU - Fuels,World,258382,216520,276071,336794,303805,200197
European Union,SI3_AGG - MIFU - Fuels,European Union,160547,132631,164170,203311,188143,127253
European Union,SI3_AGG - MIFU - Fuels,Extra EU Trade,97834,83889,111900,133483,115662,72944
European Union,SI3_AGG - MA - Manufactures,World,3908207,3978903,4344403,4760143,4637165,4364264
European Union,SI3_AGG - MA - Manufactures,European Union,2207305,2284676,2508558,2783644,2697395,2571748
European Union,SI3_AGG - MA - Manufactures,Extra EU Trade,1700902,1694227,1835845,1976499,1939770,1792516
European Union,SI3_AGG - MAIS - Iron and steel,World,132128,124345,151506,170755,150959,125317
European Union,SI3_AGG - MAIS - Iron and steel,European Union,92064,89264,110910,126012,109606,92966
European Union,SI3_AGG - MAIS - Iron and steel,Extra EU Trade,40064,35081,40596,44743,41354,32352
European Union,SI3_AGG - MACH - Chemicals,World,817201,820184,898444,1013481,1004777,1036689
European Union,SI3_AGG - MACH - Chemicals,European Union,452570,453852,498280,571834,549416,567138
European Union,SI3_AGG - MACH - Chemicals,Extra EU Trade,364631,366332,400164,441646,455361,469551
European Union,SI3_AGG - MACHPH - Pharmaceuticals,World,302349,305320,336054,387904,410389,460664
European Union,SI3_AGG - MACHPH - Pharmaceuticals,European Union,140280,141795,152164,183211,183226,215110
European Union,SI3_AGG - MACHPH - Pharmaceuticals,Extra EU Trade,162069,163525,183891,204693,227164,245553
European Union,SI3_AGG - MAMT - Machinery and transport equipment,World,1919165,1963854,2135796,2315197,2255328,2056464
European Union,SI3_AGG - MAMT - Machinery and transport equipment,European Union,1031318,1082347,1185892,1304122,1279822,1189156
European Union,SI3_AGG - MAMT - Machinery and transport equipment,Extra EU Trade,887846,881507,949904,1011076,975506,867308
European Union,SI3_AGG - MAMTOF - Office and telecom equipment,World,305714,309724,343960,370358,363842,368139
European Union,SI3_AGG - MAMTOF - Office and telecom equipment,European Union,201750,205887,232168,252866,246241,251824
European Union,SI3_AGG - MAMTOF - Office and telecom equipment,Extra EU Trade,103964,103837,111792,117492,117601,116315
European Union,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,108873,108666,116376,130125,125950,130661
European Union,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,European Union,75401,76623,82157,92296,88856,93740
European Union,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,Extra EU Trade,33472,32043,34219,37829,37094,36921
European Union,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,149925,148158,165565,173309,168947,170757
European Union,SI3_AGG - MAMTOTTL - Telecommunications equipment,European Union,100089,101376,115406,121911,119244,122645
European Union,SI3_AGG - MAMTOTTL - Telecommunications equipment,Extra EU Trade,49836,46782,50159,51398,49702,48112
European Union,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,46916,52900,62019,66925,68946,66721
European Union,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,European Union,26260,27888,34605,38660,38141,35440
European Union,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,Extra EU Trade,20656,25011,27414,28265,30805,31281
European Union,SI3_AGG - MAMTTE - Transport equipment,World,850542,874895,929277,985865,950842,806249
European Union,SI3_AGG - MAMTTE - Transport equipment,European Union,455610,482655,520138,560184,549854,475113
European Union,SI3_AGG - MAMTTE - Transport equipment,Extra EU Trade,394932,392240,409140,425681,400988,331137
European Union,SI3_AGG - MAMTAU - Automotive products,World,603696,632388,683498,727700,701415,611905
European Union,SI3_AGG - MAMTAU - Automotive products,European Union,334450,368572,404865,443086,433568,378004
European Union,SI3_AGG - MAMTAU - Automotive products,Extra EU Trade,269246,263816,278633,284615,267847,233901
European Union,SI3_AGG - MATE - Textiles,World,61078,62828,65770,70552,66587,64348
European Union,SI3_AGG - MATE - Textiles,European Union,38766,40298,42214,45210,42641,42553
European Union,SI3_AGG - MATE - Textiles,Extra EU Trade,22312,22530,23556,25342,23946,21795
European Union,SI3_AGG - MACL - Clothing,World,104665,110836,122347,135598,137499,125410
European Union,SI3_AGG - MACL - Clothing,European Union,71334,76759,84062,93310,94005,87739
European Union,SI3_AGG - MACL - Clothing,Extra EU Trade,33331,34077,38285,42288,43494,37672
Fiji,SI3_AGG - TO - Total merchandise,World,895,926,956,1041,1033,828
Fiji,SI3_AGG - AG - Agricultural products,World,442,436,500,516,471,475
Fiji,SI3_AGG - AGFO - Food,World,391,398,487,463,440,436
Fiji,SI3_AGG - MI - Fuels and mining products,World,217,179,143,217,225,109
Fiji,SI3_AGG - MIFU - Fuels,World,197,167,133,204,213,104
Fiji,SI3_AGG - MA - Manufactures,World,187,243,249,249,280,213
Fiji,SI3_AGG - MAIS - Iron and steel,World,4,4,3,3,3,2
Fiji,SI3_AGG - MACH - Chemicals,World,29,29,27,33,32,38
Fiji,SI3_AGG - MACHPH - Pharmaceuticals,World,8,7,8,10,9,8
Fiji,SI3_AGG - MAMT - Machinery and transport equipment,World,41,76,99,90,131,132
Fiji,SI3_AGG - MAMTOF - Office and telecom equipment,World,7,31,51,42,62,50
Fiji,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1,2,7,14,41,26
Fiji,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,6,29,44,26,20,23
Fiji,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,1,1,1,1,1
Fiji,SI3_AGG - MAMTTE - Transport equipment,World,19,20,19,23,45,29
Fiji,SI3_AGG - MAMTAU - Automotive products,World,2,4,4,5,5,7
Fiji,SI3_AGG - MATE - Textiles,World,7,7,6,7,6,6
Fiji,SI3_AGG - MACL - Clothing,World,55,51,46,48,45,36
Finland,SI3_AGG - TO - Total merchandise,World,59817,57908,68073,75869,73468,66192
Finland,SI3_AGG - AG - Agricultural products,World,6261,5994,6925,7860,7205,6482
Finland,SI3_AGG - AGFO - Food,World,1568,1552,1755,1764,1884,2045
Finland,SI3_AGG - MI - Fuels and mining products,World,7070,7454,9543,11345,11005,9415
Finland,SI3_AGG - MIFU - Fuels,World,4316,4636,5715,6910,6924,4907
Finland,SI3_AGG - MA - Manufactures,World,45159,43148,50170,55129,54002,48765
Finland,SI3_AGG - MAIS - Iron and steel,World,4328,3925,4637,5643,5678,4172
Finland,SI3_AGG - MACH - Chemicals,World,6287,5985,6623,7229,6705,6917
Finland,SI3_AGG - MACHPH - Pharmaceuticals,World,946,929,849,873,749,952
Finland,SI3_AGG - MAMT - Machinery and transport equipment,World,18973,17593,22188,23754,24274,22529
Finland,SI3_AGG - MAMTOF - Office and telecom equipment,World,1384,1457,1684,1800,1708,1497
Finland,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,381,353,333,351,419,361
Finland,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,697,699,842,982,947,872
Finland,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,306,405,509,467,343,264
Finland,SI3_AGG - MAMTTE - Transport equipment,World,5350,4619,7354,7355,8298,7148
Finland,SI3_AGG - MAMTAU - Automotive products,World,2841,2343,4080,4905,4784,4038
Finland,SI3_AGG - MATE - Textiles,World,278,288,303,329,316,332
Finland,SI3_AGG - MACL - Clothing,World,323,301,326,334,310,292
Four East Asian traders,SI3_AGG - TO - Total merchandise,World,1674173,1622863,1814254,1922179,1798505,1770998
France,SI3_AGG - TO - Total merchandise,World,506264,501179,535298,582222,570951,488372
France,SI3_AGG - AG - Agricultural products,World,68940,68153,72460,77009,75225,73611
France,SI3_AGG - AGFO - Food,World,63215,62540,66303,70707,69339,68196
France,SI3_AGG - MI - Fuels and mining products,World,26704,21994,27599,33181,28970,20154
France,SI3_AGG - MIFU - Fuels,World,16307,12375,16024,20649,17581,9996
France,SI3_AGG - MA - Manufactures,World,401905,402076,426221,462371,455368,383795
