Indicator,  Merchandise exports by product group – annual (Million US dollar),,,,,,,
,,,,,,,,
Reporting Economy,Product/Sector,Partner Economy,2015,2016,2017,2018,2019,2020
Slovak Republic,SI3_AGG - MAMTTE - Transport equipment,World,22123,23976,24661,30589,31384,32130
Slovak Republic,SI3_AGG - MAMTAU - Automotive products,World,21279,23186,23638,29377,30141,30845
Slovak Republic,SI3_AGG - MATE - Textiles,World,811,795,838,879,836,757
Slovak Republic,SI3_AGG - MACL - Clothing,World,1350,1135,1208,1447,1362,1136
Slovenia,SI3_AGG - TO - Total merchandise,World,31929,32917,38443,44200,44943,44797
Slovenia,SI3_AGG - AG - Agricultural products,World,2573,2738,2992,3474,3305,3306
Slovenia,SI3_AGG - AGFO - Food,World,1708,1805,2004,2340,2334,2411
Slovenia,SI3_AGG - MI - Fuels and mining products,World,2927,2660,3354,4020,4037,2975
Slovenia,SI3_AGG - MIFU - Fuels,World,1538,1382,1858,2216,2352,1503
Slovenia,SI3_AGG - MA - Manufactures,World,26397,27464,32017,36634,37543,38482
Slovenia,SI3_AGG - MAIS - Iron and steel,World,1281,1187,1475,1719,1531,1382
Slovenia,SI3_AGG - MACH - Chemicals,World,5032,5124,5666,6592,8420,10836
Slovenia,SI3_AGG - MACHPH - Pharmaceuticals,World,2677,2770,3082,3652,5581,8067
Slovenia,SI3_AGG - MAMT - Machinery and transport equipment,World,12371,12811,15618,17923,17556,16549
Slovenia,SI3_AGG - MAMTOF - Office and telecom equipment,World,976,700,777,845,943,832
Slovenia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,144,177,242,224,211,192
Slovenia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,751,421,401,512,591,448
Slovenia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,80,102,134,109,140,192
Slovenia,SI3_AGG - MAMTTE - Transport equipment,World,5937,6494,8393,9787,9588,8380
Slovenia,SI3_AGG - MAMTAU - Automotive products,World,5353,5910,7691,8987,8716,7555
Slovenia,SI3_AGG - MATE - Textiles,World,599,638,734,815,755,701
Slovenia,SI3_AGG - MACL - Clothing,World,274,314,340,377,368,470
Solomon Islands,SI3_AGG - TO - Total merchandise,World,400,437,500,569,461,366
Solomon Islands,SI3_AGG - AG - Agricultural products,World,212,400,445,531,414,332
Solomon Islands,SI3_AGG - AGFO - Food,World,58,103,118,115,102,91
Solomon Islands,SI3_AGG - MI - Fuels and mining products,World,3,1,21,21,39,27
Solomon Islands,SI3_AGG - MIFU - Fuels,World,0,0,0,,,
Solomon Islands,SI3_AGG - MA - Manufactures,World,11,33,30,14,5,6
Solomon Islands,SI3_AGG - MAIS - Iron and steel,World,,0,0,,,
Solomon Islands,SI3_AGG - MACH - Chemicals,World,0,0,0,0,0,0
Solomon Islands,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,,,
Solomon Islands,SI3_AGG - MAMT - Machinery and transport equipment,World,6,6,3,1,1,1
Solomon Islands,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,0,0,0,0
Solomon Islands,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0
Solomon Islands,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,0,0,0
Solomon Islands,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,,0,0,,,
Solomon Islands,SI3_AGG - MAMTTE - Transport equipment,World,1,2,1,0,0,0
Solomon Islands,SI3_AGG - MAMTAU - Automotive products,World,0,1,0,0,0,0
Solomon Islands,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0
Solomon Islands,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0
South Africa,SI3_AGG - TO - Total merchandise,World,81002,76214,88947,93970,90016,85834
South Africa,SI3_AGG - AG - Agricultural products,World,10386,10326,11696,12350,11285,11814
South Africa,SI3_AGG - AGFO - Food,World,8547,8464,9613,10222,9635,10107
South Africa,SI3_AGG - MI - Fuels and mining products,World,26381,24089,31818,33482,33592,33635
South Africa,SI3_AGG - MIFU - Fuels,World,7791,7425,10556,10042,8767,6894
South Africa,SI3_AGG - MA - Manufactures,World,38041,35957,38670,41563,39407,32716
South Africa,SI3_AGG - MAIS - Iron and steel,World,5452,5360,6226,6522,5531,4093
South Africa,SI3_AGG - MACH - Chemicals,World,6184,5552,6384,6931,6598,6456
South Africa,SI3_AGG - MACHPH - Pharmaceuticals,World,428,450,483,448,455,423
South Africa,SI3_AGG - MAMT - Machinery and transport equipment,World,17988,16973,17597,19069,19347,15369
South Africa,SI3_AGG - MAMTOF - Office and telecom equipment,World,1238,1075,1041,996,926,860
South Africa,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,380,357,465,496,426,416
South Africa,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,731,592,434,420,418,392
South Africa,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,127,126,143,79,82,53
South Africa,SI3_AGG - MAMTTE - Transport equipment,World,10632,10444,11032,12015,12661,9265
South Africa,SI3_AGG - MAMTAU - Automotive products,World,9042,9062,9707,10730,11336,8264
South Africa,SI3_AGG - MATE - Textiles,World,370,332,390,409,390,383
South Africa,SI3_AGG - MACL - Clothing,World,466,416,456,467,448,358
South and Central America and the Caribbean,SI3_AGG - TO - Total merchandise,World,542149,516794,585212,634328,594108,537002
South Asian Association for Regional Cooperation (SAARC),SI3_AGG - TO - Total merchandise,World,335047,332195,370378,401951,401813,344441
Southern African Development Community (SADC),SI3_AGG - TO - Total merchandise,World,160315,148622,176761,200968,180060,160209
"Southern Common Market (MERCOSUR) excluding Venezuela, Bolivarian Republic of",SI3_AGG - TO - Total merchandise,World,263962,258679,292952,317588,305832,280148
Spain,SI3_AGG - TO - Total merchandise,World,282274,289981,319531,346754,334018,307015
Spain,SI3_AGG - AG - Agricultural products,World,49357,52430,57387,61521,61603,65058
Spain,SI3_AGG - AGFO - Food,World,46380,49246,53571,57189,57501,61178
Spain,SI3_AGG - MI - Fuels and mining products,World,28136,24073,34076,39942,34995,24116
Spain,SI3_AGG - MIFU - Fuels,World,18813,15269,22461,26889,23471,14099
Spain,SI3_AGG - MA - Manufactures,World,200360,208727,223844,240306,232418,214243
Spain,SI3_AGG - MAIS - Iron and steel,World,8572,7653,9432,10703,9360,7864
Spain,SI3_AGG - MACH - Chemicals,World,38338,38248,42181,46090,45315,44620
Spain,SI3_AGG - MACHPH - Pharmaceuticals,World,12132,11619,12133,12375,13381,14467
Spain,SI3_AGG - MAMT - Machinery and transport equipment,World,96070,102568,106100,111847,107703,97610
Spain,SI3_AGG - MAMTOF - Office and telecom equipment,World,3609,3774,4031,4211,4382,4606
Spain,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1118,1168,1470,1473,1471,1546
Spain,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,2106,2109,2147,2249,2454,2514
Spain,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,385,497,414,489,457,546
Spain,SI3_AGG - MAMTTE - Transport equipment,World,63256,70160,71076,73116,70610,62174
Spain,SI3_AGG - MAMTAU - Automotive products,World,53611,57673,57397,60381,56822,51383
Spain,SI3_AGG - MATE - Textiles,World,3894,4128,4525,4727,4497,4020
Spain,SI3_AGG - MACL - Clothing,World,11790,12827,14359,14913,15161,12399
Sri Lanka,SI3_AGG - TO - Total merchandise,World,10547,10310,11360,11890,11940,10047
Sri Lanka,SI3_AGG - AG - Agricultural products,World,2879,2856,3281,3215,3087,2968
Sri Lanka,SI3_AGG - AGFO - Food,World,2622,2583,2981,2915,2789,2630
Sri Lanka,SI3_AGG - MI - Fuels and mining products,World,241,226,384,473,424,327
Sri Lanka,SI3_AGG - MIFU - Fuels,World,184,164,295,374,337,272
Sri Lanka,SI3_AGG - MA - Manufactures,World,7319,7227,7695,7971,8265,6628
Sri Lanka,SI3_AGG - MAIS - Iron and steel,World,3,10,5,8,14,6
Sri Lanka,SI3_AGG - MACH - Chemicals,World,168,183,203,212,222,222
Sri Lanka,SI3_AGG - MACHPH - Pharmaceuticals,World,7,6,9,4,7,6
Sri Lanka,SI3_AGG - MAMT - Machinery and transport equipment,World,667,581,894,541,532,397
Sri Lanka,SI3_AGG - MAMTOF - Office and telecom equipment,World,30,37,62,19,16,11
Sri Lanka,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,5,7,14,2,1,1
Sri Lanka,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,16,20,34,4,3,3
Sri Lanka,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,9,11,13,13,12,8
Sri Lanka,SI3_AGG - MAMTTE - Transport equipment,World,333,207,421,115,140,66
Sri Lanka,SI3_AGG - MAMTAU - Automotive products,World,13,47,27,20,17,16
Sri Lanka,SI3_AGG - MATE - Textiles,World,285,302,309,331,365,425
Sri Lanka,SI3_AGG - MACL - Clothing,World,4772,4828,4988,5202,5469,4347
Sudan,SI3_AGG - TO - Total merchandise,World,3169,3094,4100,3478,3735,3803
Sudan,SI3_AGG - AG - Agricultural products,World,1730,2066,2050,2078,2025,1882
Sudan,SI3_AGG - AGFO - Food,World,1677,2004,1794,1802,1744,1612
Sudan,SI3_AGG - MI - Fuels and mining products,World,632,337,584,534,410,175
Sudan,SI3_AGG - MIFU - Fuels,World,627,336,549,509,391,160
Sudan,SI3_AGG - MA - Manufactures,World,148,137,91,91,70,97
Sudan,SI3_AGG - MAIS - Iron and steel,World,1,1,0,0,0,0
Sudan,SI3_AGG - MACH - Chemicals,World,13,12,18,15,10,20
Sudan,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,1,1,1,1
Sudan,SI3_AGG - MAMT - Machinery and transport equipment,World,2,2,,56,59,70
Sudan,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,,0,0,3
Sudan,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,,0,0,0
Sudan,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,,0,0,0
Sudan,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,,,,0,0,3
Sudan,SI3_AGG - MAMTTE - Transport equipment,World,2,2,,48,113,272
Sudan,SI3_AGG - MAMTAU - Automotive products,World,0,0,,13,52,29
Sudan,SI3_AGG - MATE - Textiles,World,0,0,1,0,0,0
Sudan,SI3_AGG - MACL - Clothing,World,0,0,0,1,0,0
Suriname,SI3_AGG - TO - Total merchandise,World,1652,1439,1992,2070,2127,2345
Suriname,SI3_AGG - AG - Agricultural products,World,634,260,305,362,325,254
Suriname,SI3_AGG - AGFO - Food,World,158,108,108,153,156,120
Suriname,SI3_AGG - MI - Fuels and mining products,World,225,196,31,53,97,32
Suriname,SI3_AGG - MIFU - Fuels,World,113,99,11,29,59,4
Suriname,SI3_AGG - MA - Manufactures,World,34,15,12,27,26,30
Suriname,SI3_AGG - MAIS - Iron and steel,World,0,,,,,
Suriname,SI3_AGG - MACH - Chemicals,World,2,2,1,1,1,2
Suriname,SI3_AGG - MACHPH - Pharmaceuticals,World,,,0,,,
Suriname,SI3_AGG - MAMT - Machinery and transport equipment,World,19,5,5,16,11,13
Suriname,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,1,0,0,1,1
Suriname,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,1,0,,0,0
Suriname,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,0,1,1
Suriname,SI3_AGG - MAMTTE - Transport equipment,World,4,3,3,1,5,3
Suriname,SI3_AGG - MAMTAU - Automotive products,World,0,1,0,0,1,0
Suriname,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0
Suriname,SI3_AGG - MACL - Clothing,World,1,0,1,1,1,1
Sweden,SI3_AGG - TO - Total merchandise,World,140023,139290,152920,165968,160576,155601
Sweden,SI3_AGG - AG - Agricultural products,World,14604,15092,15702,17244,16552,17127
Sweden,SI3_AGG - AGFO - Food,World,8899,9659,9795,10547,10272,10674
Sweden,SI3_AGG - MI - Fuels and mining products,World,14831,13972,17814,20809,18004,15321
Sweden,SI3_AGG - MIFU - Fuels,World,9216,8403,10638,13230,10974,7564
Sweden,SI3_AGG - MA - Manufactures,World,108108,107583,116445,124914,123004,120222
Sweden,SI3_AGG - MAIS - Iron and steel,World,5973,5893,6996,7544,7376,6042
Sweden,SI3_AGG - MACH - Chemicals,World,17883,17355,18682,19882,21229,22639
Sweden,SI3_AGG - MACHPH - Pharmaceuticals,World,8433,8084,8535,9432,11103,12447
Sweden,SI3_AGG - MAMT - Machinery and transport equipment,World,55074,55632,60821,66325,63923,60574
Sweden,SI3_AGG - MAMTOF - Office and telecom equipment,World,9946,9582,9240,9437,9644,9859
Sweden,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1992,2026,2263,2509,2365,2305
Sweden,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,7627,7224,6673,6601,6922,7178
Sweden,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,327,332,304,327,358,377
Sweden,SI3_AGG - MAMTTE - Transport equipment,World,21229,23045,26489,29946,29007,25283
Sweden,SI3_AGG - MAMTAU - Automotive products,World,17355,19360,23234,26459,25267,22140
Sweden,SI3_AGG - MATE - Textiles,World,833,872,932,910,896,952
Sweden,SI3_AGG - MACL - Clothing,World,1845,1857,1949,2054,2383,2693
Switzerland,SI3_AGG - TO - Total merchandise,World,289720,302900,299603,310749,313934,319318
Switzerland,SI3_AGG - AG - Agricultural products,World,9246,9198,9517,9953,9838,10032
Switzerland,SI3_AGG - AGFO - Food,World,8746,8720,9071,9464,9396,9574
Switzerland,SI3_AGG - MI - Fuels and mining products,World,7553,6323,6975,8186,8471,8301
Switzerland,SI3_AGG - MIFU - Fuels,World,2772,1867,2069,2908,2550,1944
Switzerland,SI3_AGG - MA - Manufactures,World,198629,202881,212443,225697,230792,226875
Switzerland,SI3_AGG - MAIS - Iron and steel,World,1559,1468,1697,1872,1460,1216
Switzerland,SI3_AGG - MACH - Chemicals,World,88015,95957,100121,106767,115430,125018
Switzerland,SI3_AGG - MACHPH - Pharmaceuticals,World,64882,71310,71712,76867,84892,90210
Switzerland,SI3_AGG - MAMT - Machinery and transport equipment,World,41125,39697,41845,43237,41567,38520
Switzerland,SI3_AGG - MAMTOF - Office and telecom equipment,World,3087,3205,3434,3605,3568,3446
Switzerland,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,958,956,1133,1213,1260,1223
Switzerland,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1074,1231,1095,924,904,885
Switzerland,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1055,1018,1206,1468,1404,1337
Switzerland,SI3_AGG - MAMTTE - Transport equipment,World,6570,5583,6009,5810,6239,5378
Switzerland,SI3_AGG - MAMTAU - Automotive products,World,2132,2153,2243,2408,2219,1994
Switzerland,SI3_AGG - MATE - Textiles,World,1064,1209,1197,1226,1120,1104
Switzerland,SI3_AGG - MACL - Clothing,World,1344,1525,2063,2563,2676,2812
Syrian Arab Republic,SI3_AGG - TO - Total merchandise,World,887,713,712,624,507,868
Syrian Arab Republic,SI3_AGG - AG - Agricultural products,World,425,563,561,491,403,699
Syrian Arab Republic,SI3_AGG - AGFO - Food,World,373,494,511,442,385,632
Syrian Arab Republic,SI3_AGG - MI - Fuels and mining products,World,87,30,29,53,31,64
Syrian Arab Republic,SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,0
Syrian Arab Republic,SI3_AGG - MA - Manufactures,World,161,119,121,76,70,94
Syrian Arab Republic,SI3_AGG - MAIS - Iron and steel,World,2,1,1,0,0,1
Syrian Arab Republic,SI3_AGG - MACH - Chemicals,World,39,15,17,13,11,12
Syrian Arab Republic,SI3_AGG - MACHPH - Pharmaceuticals,World,1,1,2,1,1,2
Syrian Arab Republic,SI3_AGG - MAMT - Machinery and transport equipment,World,14,6,8,6,4,4
Syrian Arab Republic,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,0,0,1,0
Syrian Arab Republic,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0
Syrian Arab Republic,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,0,1,0
Syrian Arab Republic,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Syrian Arab Republic,SI3_AGG - MAMTTE - Transport equipment,World,1,2,2,1,1,0
Syrian Arab Republic,SI3_AGG - MAMTAU - Automotive products,World,0,0,1,0,0,0
Syrian Arab Republic,SI3_AGG - MATE - Textiles,World,16,20,37,7,8,19
Syrian Arab Republic,SI3_AGG - MACL - Clothing,World,43,37,27,22,24,23
Chinese Taipei,SI3_AGG - TO - Total merchandise,World,285344,280321,317249,335909,330622,347193
Chinese Taipei,SI3_AGG - AG - Agricultural products,World,6222,6355,7157,7833,7547,6937
Chinese Taipei,SI3_AGG - AGFO - Food,World,3808,4003,4551,4994,5061,4674
Chinese Taipei,SI3_AGG - MI - Fuels and mining products,World,16747,16093,18163,21655,19820,13179
Chinese Taipei,SI3_AGG - MIFU - Fuels,World,11571,9822,10935,13817,12930,6265
Chinese Taipei,SI3_AGG - MA - Manufactures,World,254027,255709,290083,303939,299437,322893
Chinese Taipei,SI3_AGG - MAIS - Iron and steel,World,8919,8521,10792,11696,9782,8269
Chinese Taipei,SI3_AGG - MACH - Chemicals,World,32487,30886,35773,40477,34444,31046
Chinese Taipei,SI3_AGG - MACHPH - Pharmaceuticals,World,507,572,594,605,669,715
Chinese Taipei,SI3_AGG - MAMT - Machinery and transport equipment,World,151379,159778,188555,195828,201048,230143
Chinese Taipei,SI3_AGG - MAMTOF - Office and telecom equipment,World,101054,111783,134703,138237,148757,178234
Chinese Taipei,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,9596,9890,20988,22359,27291,30919
Chinese Taipei,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,13604,15776,8512,7057,8650,10037
Chinese Taipei,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,77854,86118,105203,108821,112816,137278
Chinese Taipei,SI3_AGG - MAMTTE - Transport equipment,World,13366,12482,12690,13115,13127,12755
Chinese Taipei,SI3_AGG - MAMTAU - Automotive products,World,6711,6275,6533,6426,6335,5937
Chinese Taipei,SI3_AGG - MATE - Textiles,World,9678,8973,9236,9218,8507,7051
Chinese Taipei,SI3_AGG - MACL - Clothing,World,847,761,742,692,673,628
Tajikistan,SI3_AGG - TO - Total merchandise,World,891,899,1198,1073,1174,1407
Tajikistan,SI3_AGG - AG - Agricultural products,World,,160,156,193,175,172
Tajikistan,SI3_AGG - AGFO - Food,World,,27,23,21,25,29
Tajikistan,SI3_AGG - MI - Fuels and mining products,World,,516,664,710,543,397
Tajikistan,SI3_AGG - MIFU - Fuels,World,,52,52,79,36,56
Tajikistan,SI3_AGG - MA - Manufactures,World,,102,163,164,174,148
Tajikistan,SI3_AGG - MAIS - Iron and steel,World,,3,4,6,8,4
Tajikistan,SI3_AGG - MACH - Chemicals,World,,3,3,8,9,6
Tajikistan,SI3_AGG - MACHPH - Pharmaceuticals,World,,0,0,0,0,0
Tajikistan,SI3_AGG - MAMT - Machinery and transport equipment,World,,34,41,21,23,10
Tajikistan,SI3_AGG - MAMTOF - Office and telecom equipment,World,,2,3,0,1,1
Tajikistan,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,,0,1,0,0,0
Tajikistan,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,,2,2,0,1,0
Tajikistan,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,,0,0,0,0,
Tajikistan,SI3_AGG - MAMTTE - Transport equipment,World,,16,26,9,16,5
Tajikistan,SI3_AGG - MAMTAU - Automotive products,World,,15,10,9,10,4
Tajikistan,SI3_AGG - MATE - Textiles,World,,12,38,39,42,41
Tajikistan,SI3_AGG - MACL - Clothing,World,,15,20,20,17,18
Tanzania,SI3_AGG - TO - Total merchandise,World,4834,4500,4113,4041,5005,6061
Tanzania,SI3_AGG - AG - Agricultural products,World,2571,1917,1827,849,740,904
Tanzania,SI3_AGG - AGFO - Food,World,2374,1751,1670,804,679,818
Tanzania,SI3_AGG - MI - Fuels and mining products,World,697,392,146,82,59,121
Tanzania,SI3_AGG - MIFU - Fuels,World,129,41,47,33,35,9
Tanzania,SI3_AGG - MA - Manufactures,World,1154,775,663,2702,3125,2650
Tanzania,SI3_AGG - MAIS - Iron and steel,World,19,10,25,90,157,108
Tanzania,SI3_AGG - MACH - Chemicals,World,111,106,152,273,382,282
Tanzania,SI3_AGG - MACHPH - Pharmaceuticals,World,1,1,1,56,106,186
Tanzania,SI3_AGG - MAMT - Machinery and transport equipment,World,407,53,37,797,616,486
Tanzania,SI3_AGG - MAMTOF - Office and telecom equipment,World,356,10,3,96,62,91
Tanzania,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,2,2,1,28,25,30
Tanzania,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,353,8,1,63,36,54
Tanzania,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,5,2,7
Tanzania,SI3_AGG - MAMTTE - Transport equipment,World,10,18,12,178,95,41
Tanzania,SI3_AGG - MAMTAU - Automotive products,World,8,6,5,111,79,34
Tanzania,SI3_AGG - MATE - Textiles,World,265,82,120,19,16,16
Tanzania,SI3_AGG - MACL - Clothing,World,22,48,60,4,5,3
Thailand,SI3_AGG - TO - Total merchandise,World,214310,215388,236635,252957,246269,231468
Thailand,SI3_AGG - AG - Agricultural products,World,37028,37294,43748,44224,42982,41760
Thailand,SI3_AGG - AGFO - Food,World,28981,28986,32117,34024,33983,33362
Thailand,SI3_AGG - MI - Fuels and mining products,World,10905,8887,11772,14728,12235,10487
Thailand,SI3_AGG - MIFU - Fuels,World,8441,6269,8263,10658,8491,6185
Thailand,SI3_AGG - MA - Manufactures,World,162500,161853,175260,189025,168590,164406
Thailand,SI3_AGG - MAIS - Iron and steel,World,1337,1357,1828,2129,1601,1398
Thailand,SI3_AGG - MACH - Chemicals,World,20765,19775,22030,26538,24180,21496
Thailand,SI3_AGG - MACHPH - Pharmaceuticals,World,501,527,579,637,675,631
Thailand,SI3_AGG - MAMT - Machinery and transport equipment,World,96120,97565,105827,111617,96235,98723
Thailand,SI3_AGG - MAMTOF - Office and telecom equipment,World,35173,33641,38468,39664,33858,37316
Thailand,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,18083,16781,19479,20478,17634,19433
Thailand,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,8403,7467,7569,7869,6505,7238
Thailand,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,8688,9392,11420,11316,9718,10645
Thailand,SI3_AGG - MAMTTE - Transport equipment,World,32289,34433,36551,39205,33321,30637
Thailand,SI3_AGG - MAMTAU - Automotive products,World,27083,28042,28836,30900,26324,22348
Thailand,SI3_AGG - MATE - Textiles,World,3523,3407,3592,3727,3558,2988
Thailand,SI3_AGG - MACL - Clothing,World,3769,3513,3567,3830,3885,4628
Timor-Leste,SI3_AGG - TO - Total merchandise,World,18,20,23,45,154,264
Timor-Leste,SI3_AGG - AG - Agricultural products,World,,,21,,26,17
Timor-Leste,SI3_AGG - AGFO - Food,World,,,15,,25,17
Timor-Leste,SI3_AGG - MI - Fuels and mining products,World,,,1,,121,237
Timor-Leste,SI3_AGG - MIFU - Fuels,World,,,0,,118,234
Timor-Leste,SI3_AGG - MA - Manufactures,World,,,2,,6,3
Timor-Leste,SI3_AGG - MAIS - Iron and steel,World,,,0,,0,0
Timor-Leste,SI3_AGG - MACH - Chemicals,World,,,0,,0,0
Timor-Leste,SI3_AGG - MACHPH - Pharmaceuticals,World,,,0,,0,0
Timor-Leste,SI3_AGG - MAMT - Machinery and transport equipment,World,,,1,,5,2
Timor-Leste,SI3_AGG - MAMTOF - Office and telecom equipment,World,,,0,,1,0
Timor-Leste,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,,,0,,0,0
Timor-Leste,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,,,0,,0,0
Timor-Leste,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,,,0,,0,0
Timor-Leste,SI3_AGG - MAMTTE - Transport equipment,World,,,1,,2,0
Timor-Leste,SI3_AGG - MAMTAU - Automotive products,World,,,0,,1,0
Timor-Leste,SI3_AGG - MATE - Textiles,World,,,0,,0,0
Timor-Leste,SI3_AGG - MACL - Clothing,World,,,0,,0,0
Togo,SI3_AGG - TO - Total merchandise,World,1011,1036,1016,1080,1055,1008
Togo,SI3_AGG - AG - Agricultural products,World,238,212,253,259,289,313
Togo,SI3_AGG - AGFO - Food,World,170,156,171,161,182,241
Togo,SI3_AGG - MI - Fuels and mining products,World,140,127,147,261,241,154
Togo,SI3_AGG - MIFU - Fuels,World,37,43,72,169,173,60
Togo,SI3_AGG - MA - Manufactures,World,388,439,432,485,481,507
Togo,SI3_AGG - MAIS - Iron and steel,World,23,20,16,22,16,13
Togo,SI3_AGG - MACH - Chemicals,World,85,92,78,90,101,113
Togo,SI3_AGG - MACHPH - Pharmaceuticals,World,4,1,1,1,2,4
Togo,SI3_AGG - MAMT - Machinery and transport equipment,World,58,103,81,89,89,100
Togo,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,3,1,1,1,1
Togo,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1,0,0,0,0,0
Togo,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,3,1,0,1,0
Togo,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Togo,SI3_AGG - MAMTTE - Transport equipment,World,36,68,62,75,71,87
Togo,SI3_AGG - MAMTAU - Automotive products,World,11,17,13,11,17,7
Togo,SI3_AGG - MATE - Textiles,World,46,44,45,39,35,28
Togo,SI3_AGG - MACL - Clothing,World,1,1,1,2,4,1
Tokelau,SI3_AGG - TO - Total merchandise,World,0,0,0,0,0,0
Tonga,SI3_AGG - TO - Total merchandise,World,18,21,19,13,20,15
Tonga,SI3_AGG - AG - Agricultural products,World,15,18,15,10,15,12
Tonga,SI3_AGG - AGFO - Food,World,14,17,14,9,13,10
Tonga,SI3_AGG - MI - Fuels and mining products,World,0,0,0,0,0,1
Tonga,SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,0
Tonga,SI3_AGG - MA - Manufactures,World,2,2,2,3,3,2
Tonga,SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,0,0
Tonga,SI3_AGG - MACH - Chemicals,World,0,0,0,0,0,0
Tonga,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0
Tonga,SI3_AGG - MAMT - Machinery and transport equipment,World,1,2,1,2,1,1
Tonga,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,0,0,0,0
Tonga,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0
Tonga,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,0,0,0
Tonga,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Tonga,SI3_AGG - MAMTTE - Transport equipment,World,0,0,0,1,0,0
Tonga,SI3_AGG - MAMTAU - Automotive products,World,0,0,0,0,0,0
Tonga,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0
Tonga,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0
Trinidad and Tobago,SI3_AGG - TO - Total merchandise,World,10748,7633,8741,10530,7192,5216
Trinidad and Tobago,SI3_AGG - AG - Agricultural products,World,409,445,127,110,91,95
Trinidad and Tobago,SI3_AGG - AGFO - Food,World,406,444,125,107,89,93
Trinidad and Tobago,SI3_AGG - MI - Fuels and mining products,World,5050,3419,4413,5923,4067,2754
