Reporting Economy,Product/Sector,Partner Economy,a2015,a2016,a2017,a2018,a2019,a2020,
"Macao, China","MT2 - 04 - Coffee, tea",Canada,170929,75473,132026,56006,58917,39235,
"Macao, China","MT2 - 04 - Coffee, tea",Chile,,,205,,20010,,
"Macao, China","MT2 - 04 - Coffee, tea",China,8670690,9741634,10535593,10275508,8506997,6772478,
"Macao, China","MT2 - 04 - Coffee, tea",Colombia,628586,331830,664880,889039,1175980,316476,
"Macao, China","MT2 - 04 - Coffee, tea",Costa Rica,,2577,,,1466,,
"Macao, China","MT2 - 04 - Coffee, tea",Cuba,120,,,,,,
"Macao, China","MT2 - 04 - Coffee, tea",Cyprus,,,,,1067,,
"Macao, China","MT2 - 04 - Coffee, tea",Czech Republic,1096,1214,2207,211,9041,3223,
"Macao, China","MT2 - 04 - Coffee, tea",Denmark,11945,16001,78171,33088,140052,3089,
"Macao, China","MT2 - 04 - Coffee, tea",Dominican Republic,,23409,,,16017,,
"Macao, China","MT2 - 04 - Coffee, tea",Ecuador,,,,248,31598,10668,
"Macao, China","MT2 - 04 - Coffee, tea",Egypt,,,,1908,1280,,
"Macao, China","MT2 - 04 - Coffee, tea",El Salvador,,,,,572,1799,
"Macao, China","MT2 - 04 - Coffee, tea",Ethiopia,,10995,10108,93831,192846,113046,
"Macao, China","MT2 - 04 - Coffee, tea",Finland,,3045,35752,11648,12009,3118,
"Macao, China","MT2 - 04 - Coffee, tea",France,1522838,1647216,1718439,2099604,2580559,1365752,
"Macao, China","MT2 - 04 - Coffee, tea",Germany,890337,916750,1032257,1241776,972816,753801,
"Macao, China","MT2 - 04 - Coffee, tea",Greece,,6595,24441,33870,29770,1019,
"Macao, China","MT2 - 04 - Coffee, tea",Guatemala,,38202,44488,60514,30958,5145,
"Macao, China","MT2 - 04 - Coffee, tea",Honduras,,,,,,2914,
"Macao, China","MT2 - 04 - Coffee, tea","Hong Kong, China",3761326,2991824,2717831,2414677,2082153,1745892,
"Macao, China","MT2 - 04 - Coffee, tea",Iceland,,,,62,,,
"Macao, China","MT2 - 04 - Coffee, tea",India,788706,696782,398252,420975,487107,307594,
"Macao, China","MT2 - 04 - Coffee, tea",Indonesia,849124,899377,815883,755031,707315,432676,
"Macao, China","MT2 - 04 - Coffee, tea",Iran,826,306,565,72,,1316,
"Macao, China","MT2 - 04 - Coffee, tea",Ireland,47257,5001,31371,24178,23437,,
"Macao, China","MT2 - 04 - Coffee, tea",Israel,,,,,125,,
"Macao, China","MT2 - 04 - Coffee, tea",Italy,11731276,15517914,11207223,17233619,16919229,10020923,
"Macao, China","MT2 - 04 - Coffee, tea",Jamaica,13302,17722,5133,15142,10832,14212,
"Macao, China","MT2 - 04 - Coffee, tea",Japan,3598987,3126600,2617078,3419029,3721606,6135957,
"Macao, China","MT2 - 04 - Coffee, tea",Kenya,,,,,12762,,
"Macao, China","MT2 - 04 - Coffee, tea","Korea, Republic of",321563,509959,581187,633509,429536,400993,
"Macao, China","MT2 - 04 - Coffee, tea",Luxembourg,,,,,,83,
"Macao, China","MT2 - 04 - Coffee, tea",Malaysia,4422425,3536098,3543008,4069555,5077413,3194526,
"Macao, China","MT2 - 04 - Coffee, tea",Mexico,751,1705,2722,1408,3450,,
"Macao, China","MT2 - 04 - Coffee, tea",Morocco,,,,15844,,,
"Macao, China","MT2 - 04 - Coffee, tea",Myanmar,,721,1065,533,1392,2692,
"Macao, China","MT2 - 04 - Coffee, tea",Netherlands,750334,599299,803513,572075,724278,207055,
"Macao, China","MT2 - 04 - Coffee, tea",New Zealand,163384,19545,52243,19996,21747,,
"Macao, China","MT2 - 04 - Coffee, tea",Nicaragua,,4816,,3751,2650,,
"Macao, China","MT2 - 04 - Coffee, tea",Norway,,,,,,944,
"Macao, China","MT2 - 04 - Coffee, tea",Panama,,188,,,1825,7429,
"Macao, China","MT2 - 04 - Coffee, tea",Peru,,206,513,3802,,344,
"Macao, China","MT2 - 04 - Coffee, tea",Philippines,61822,70558,167889,276107,372143,554990,
"Macao, China","MT2 - 04 - Coffee, tea",Poland,738880,239402,115791,249414,391485,259388,
"Macao, China","MT2 - 04 - Coffee, tea",Portugal,243755,188979,161672,180306,250158,188159,
"Macao, China","MT2 - 04 - Coffee, tea",Romania,,,,,,17,
"Macao, China","MT2 - 04 - Coffee, tea","Saudi Arabia, Kingdom of",,,,854,1243,,
"Macao, China","MT2 - 04 - Coffee, tea",Singapore,856429,496410,553830,818285,609097,345965,
"Macao, China","MT2 - 04 - Coffee, tea",Slovak Republic,51270,,,,1803,,
"Macao, China","MT2 - 04 - Coffee, tea",South Africa,34,30829,93632,,12489,4386,
"Macao, China","MT2 - 04 - Coffee, tea",Spain,26556,19259,878,6614,81590,68705,
"Macao, China","MT2 - 04 - Coffee, tea",Sri Lanka,1276973,1020500,1461871,1682456,1818888,1399343,
"Macao, China","MT2 - 04 - Coffee, tea",Sweden,3686,4080,30960,28204,5347,31949,
"Macao, China","MT2 - 04 - Coffee, tea",Switzerland,4706910,4240356,4476185,5507836,7241739,3504824,
"Macao, China","MT2 - 04 - Coffee, tea",Syrian Arab Republic,,,,,,6156,
"Macao, China","MT2 - 04 - Coffee, tea",Chinese Taipei,903156,906794,800807,1042162,1098118,815168,
"Macao, China","MT2 - 04 - Coffee, tea",Thailand,71038,34481,37166,61261,147133,238069,
"Macao, China","MT2 - 04 - Coffee, tea",Timor-Leste,,,,,,219689,
"Macao, China","MT2 - 04 - Coffee, tea",Turkey,470708,776883,700812,1056578,832643,224270,
"Macao, China","MT2 - 04 - Coffee, tea",Uganda,89391,,,,,,
"Macao, China","MT2 - 04 - Coffee, tea",Ukraine,15225,,,,,,
"Macao, China","MT2 - 04 - Coffee, tea",United Arab Emirates,,665,10168,4208,5230,,
"Macao, China","MT2 - 04 - Coffee, tea",United Kingdom,1080198,1077377,2387378,2574728,1381484,979053,
"Macao, China","MT2 - 04 - Coffee, tea",United States of America,2264823,1784836,1978035,2214963,4901143,3823107,
"Macao, China","MT2 - 04 - Coffee, tea",Viet Nam,1006243,1235328,1434006,1503256,1663071,1540096,
"Macao, China",MT2 - 05 - Cereals and preparations,World,573749334,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Argentina,49994,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Australia,9215612,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Austria,175716,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Belgium,157589,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Brazil,96261,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Cambodia,66558,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Canada,904475,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,China,65210470,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Croatia,297,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Denmark,3250008,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Finland,6471,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,France,4217155,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Germany,5026754,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Greece,117117,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,"Hong Kong, China",39634497,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Iceland,4142,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,India,593514,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Indonesia,2806425,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Iran,7709,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Ireland,60020966,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Israel,3666,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Italy,2416118,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Japan,23092951,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Kenya,107396,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,"Korea, Republic of",5780327,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Lao People's Democratic Republic,1207,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Lithuania,10334,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Malaysia,13345318,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Mexico,168966,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Morocco,164,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Myanmar,379780,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Netherlands,217388017,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,New Zealand,15456109,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,North Macedonia,3956,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Norway,374861,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Pakistan,19634,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Peru,15566,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Philippines,1481662,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Poland,19915,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Portugal,361767,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Singapore,36459531,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Slovak Republic,7326,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,South Africa,43953,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Spain,908845,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Sri Lanka,67091,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Sweden,602573,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Switzerland,2600766,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Chinese Taipei,12690848,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Thailand,21470760,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Turkey,89311,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Ukraine,5949,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,United Arab Emirates,29495,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,United Kingdom,5610150,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,United States of America,15916654,,,,,,
"Macao, China",MT2 - 05 - Cereals and preparations,Viet Nam,5256260,,,,,,
Madagascar,MT2 - 01 - Animal products,World,2067742,2308971,1768980,2281374,2272425,,
Madagascar,MT2 - 01 - Animal products,Belgium,11639,168618,14657,15150,17470,,
Madagascar,MT2 - 01 - Animal products,Benin,,,480,,,,
Madagascar,MT2 - 01 - Animal products,Brazil,18477,14577,319040,254700,234487,,
Madagascar,MT2 - 01 - Animal products,Cameroon,,204,60,,,,
Madagascar,MT2 - 01 - Animal products,Chad,,,20,,,,
Madagascar,MT2 - 01 - Animal products,Chile,2303,,,,,,
Madagascar,MT2 - 01 - Animal products,China,4319,84,1365,1598,,,
Madagascar,MT2 - 01 - Animal products,Congo,74,,,119,,,
Madagascar,MT2 - 01 - Animal products,Côte d'Ivoire,,,347,,,,
Madagascar,MT2 - 01 - Animal products,Democratic Republic of the Congo,,,,471,,,
Madagascar,MT2 - 01 - Animal products,Denmark,5076,2582,1330,1242,1625,,
Madagascar,MT2 - 01 - Animal products,European Union (partner code),375921,847322,,,696863,,
Madagascar,MT2 - 01 - Animal products,"European Union, n.e.s.",,,475494,509582,,,
Madagascar,MT2 - 01 - Animal products,France,946191,279124,304085,301389,483500,,
Madagascar,MT2 - 01 - Animal products,Germany,231,299,,3894,9657,,
Madagascar,MT2 - 01 - Animal products,Ghana,,,,184,423,,
Madagascar,MT2 - 01 - Animal products,Greece,,,,,2740,,
Madagascar,MT2 - 01 - Animal products,Guyana,,,1409,,,,
Madagascar,MT2 - 01 - Animal products,"Hong Kong, China",1425,,,,,,
Madagascar,MT2 - 01 - Animal products,Iceland,,380,,,,,
Madagascar,MT2 - 01 - Animal products,India,,143,,,63,,
Madagascar,MT2 - 01 - Animal products,Italy,18022,28899,18239,78971,120049,,
Madagascar,MT2 - 01 - Animal products,Japan,,,,5,,,
Madagascar,MT2 - 01 - Animal products,Kenya,183,428,,,669,,
Madagascar,MT2 - 01 - Animal products,"Korea, Republic of",,22,,,,,
Madagascar,MT2 - 01 - Animal products,Mali,,,592,,,,
Madagascar,MT2 - 01 - Animal products,Mauritius,458238,369088,260506,671513,470997,,
Madagascar,MT2 - 01 - Animal products,Mozambique,,,,140,,,
Madagascar,MT2 - 01 - Animal products,Netherlands,94190,273075,15477,46666,1144,,
Madagascar,MT2 - 01 - Animal products,New Zealand,10484,2992,,,,,
Madagascar,MT2 - 01 - Animal products,Poland,,60409,177,486,261,,
Madagascar,MT2 - 01 - Animal products,Romania,136,,,,,,
Madagascar,MT2 - 01 - Animal products,Rwanda,51,,87,,,,
Madagascar,MT2 - 01 - Animal products,Senegal,,,,175,,,
Madagascar,MT2 - 01 - Animal products,Solomon Islands,,,1110,,,,
Madagascar,MT2 - 01 - Animal products,South Africa,4551,42517,106833,13137,13341,,
Madagascar,MT2 - 01 - Animal products,Spain,68170,53349,90393,93675,102716,,
Madagascar,MT2 - 01 - Animal products,Sudan,,,410,,,,
Madagascar,MT2 - 01 - Animal products,Suriname,,,1333,,,,
Madagascar,MT2 - 01 - Animal products,Thailand,1884,1091,664,683,329,,
Madagascar,MT2 - 01 - Animal products,Togo,,,1022,,,,
Madagascar,MT2 - 01 - Animal products,Turkey,,,,105489,107289,,
Madagascar,MT2 - 01 - Animal products,United Arab Emirates,9932,6220,,,48,,
Madagascar,MT2 - 01 - Animal products,United Kingdom,496,94076,61505,,,,
Madagascar,MT2 - 01 - Animal products,United States of America,7347,1680,3754,4797,889,,
Madagascar,MT2 - 01 - Animal products,Uruguay,23529,37123,,,,,
Madagascar,MT2 - 01 - Animal products,Zambia,,,62485,163416,,,
Madagascar,MT2 - 02 - Dairy products,World,15046470,19157220,26565281,26890600,27582530,,
Madagascar,MT2 - 02 - Dairy products,Argentina,,175467,369697,,,,
Madagascar,MT2 - 02 - Dairy products,Australia,132922,64780,111888,,127266,,
Madagascar,MT2 - 02 - Dairy products,Austria,53374,,77623,133466,55921,,
Madagascar,MT2 - 02 - Dairy products,Belgium,787389,1151793,1685878,1561206,2021129,,
Madagascar,MT2 - 02 - Dairy products,Bulgaria,,,35035,,,,
Madagascar,MT2 - 02 - Dairy products,China,50618,75357,83448,2509,39161,,
Madagascar,MT2 - 02 - Dairy products,Denmark,33815,290167,4473,9166,9233,,
Madagascar,MT2 - 02 - Dairy products,Egypt,2748934,2914725,3097102,1762945,1775654,,
Madagascar,MT2 - 02 - Dairy products,Eswatini,,,45502,,,,
Madagascar,MT2 - 02 - Dairy products,European Union (partner code),994092,1017399,,,2004019,,
Madagascar,MT2 - 02 - Dairy products,"European Union, n.e.s.",,,1645308,1166539,,,
Madagascar,MT2 - 02 - Dairy products,France,4276128,4253499,5683080,6948156,6051322,,
Madagascar,MT2 - 02 - Dairy products,Germany,646466,927644,734433,373778,457334,,
Madagascar,MT2 - 02 - Dairy products,Ghana,,,12716,,,,
Madagascar,MT2 - 02 - Dairy products,Greece,429,1006,304,,924,,
Madagascar,MT2 - 02 - Dairy products,India,1551,147623,99654,31792,194987,,
Madagascar,MT2 - 02 - Dairy products,Indonesia,,59102,,,,,
Madagascar,MT2 - 02 - Dairy products,Ireland,145787,288752,344424,818586,358269,,
Madagascar,MT2 - 02 - Dairy products,Italy,61576,58761,126783,148344,268514,,
Madagascar,MT2 - 02 - Dairy products,Lithuania,,,,,14800,,
Madagascar,MT2 - 02 - Dairy products,Malaysia,3387327,5268450,8328495,9989704,10714442,,
Madagascar,MT2 - 02 - Dairy products,Mauritius,1408,1363,97627,1709,14595,,
Madagascar,MT2 - 02 - Dairy products,Mexico,,,,,97061,,
Madagascar,MT2 - 02 - Dairy products,Netherlands,357394,463798,1072913,695102,773352,,
Madagascar,MT2 - 02 - Dairy products,New Zealand,399513,1328625,1519953,2264267,1777782,,
Madagascar,MT2 - 02 - Dairy products,Norway,,1061,,,,,
Madagascar,MT2 - 02 - Dairy products,Pakistan,,379,17849,,,,
Madagascar,MT2 - 02 - Dairy products,Poland,307471,247434,478426,397485,263238,,
Madagascar,MT2 - 02 - Dairy products,Romania,,,128,,,,
Madagascar,MT2 - 02 - Dairy products,Singapore,31638,,27456,56349,7575,,
Madagascar,MT2 - 02 - Dairy products,Slovak Republic,,,11719,10483,3681,,
Madagascar,MT2 - 02 - Dairy products,Slovenia,46903,56230,71471,39446,27789,,
Madagascar,MT2 - 02 - Dairy products,South Africa,56403,176419,304498,275682,160117,,
Madagascar,MT2 - 02 - Dairy products,Spain,111,3383,,,,,
Madagascar,MT2 - 02 - Dairy products,Switzerland,206611,56761,205987,67347,38169,,
Madagascar,MT2 - 02 - Dairy products,Thailand,457,1922,2822,385,51,,
Madagascar,MT2 - 02 - Dairy products,Tunisia,102129,21389,,,,,
Madagascar,MT2 - 02 - Dairy products,Turkey,80492,18790,,,,,
Madagascar,MT2 - 02 - Dairy products,Ukraine,1278,464,310,81,,,
Madagascar,MT2 - 02 - Dairy products,United Arab Emirates,16962,12647,52666,20220,58113,,
Madagascar,MT2 - 02 - Dairy products,United Kingdom,47169,21020,121664,164,3434,,
Madagascar,MT2 - 02 - Dairy products,United States of America,52542,49508,93804,62378,90019,,
Madagascar,MT2 - 02 - Dairy products,Uruguay,16511,,,,,,
Madagascar,MT2 - 02 - Dairy products,Viet Nam,,,,53309,174556,,
Madagascar,"MT2 - 03 - Fruits, vegetables, plants",World,8738679,10419569,13882882,11198077,11760441,,
Madagascar,"MT2 - 03 - Fruits, vegetables, plants",Afghanistan,,,102,4308,,,
Madagascar,"MT2 - 03 - Fruits, vegetables, plants",Algeria,2703,3887,2935,7150,26121,,
Madagascar,"MT2 - 03 - Fruits, vegetables, plants",Antigua and Barbuda,164,,,,429,,
Madagascar,"MT2 - 03 - Fruits, vegetables, plants",Argentina,49791,1054,45,192,479,,
Madagascar,"MT2 - 03 - Fruits, vegetables, plants",Australia,673,,1474,27524,,,
Madagascar,"MT2 - 03 - Fruits, vegetables, plants",Austria,,196,,,3442,,
Madagascar,"MT2 - 03 - Fruits, vegetables, plants",Bangladesh,,1540,3800,4966,2970,,
Madagascar,"MT2 - 03 - Fruits, vegetables, plants",Belgium,48302,104390,88214,99740,145269,,
Madagascar,"MT2 - 03 - Fruits, vegetables, plants",Benin,,,,,66,,
Madagascar,"MT2 - 03 - Fruits, vegetables, plants","Bolivia, Plurinational State of",,,234,,,,
Madagascar,"MT2 - 03 - Fruits, vegetables, plants",Botswana,,,,,74275,,
Madagascar,"MT2 - 03 - Fruits, vegetables, plants",Brazil,2596,,,787,,,
Madagascar,"MT2 - 03 - Fruits, vegetables, plants",Bulgaria,,,,,510,,
Madagascar,"MT2 - 03 - Fruits, vegetables, plants",Burkina Faso,,2781,23034,30940,33406,,
Madagascar,"MT2 - 03 - Fruits, vegetables, plants",Cambodia,,,,707,,,
Madagascar,"MT2 - 03 - Fruits, vegetables, plants",Cameroon,1008883,398595,,,,,
Madagascar,"MT2 - 03 - Fruits, vegetables, plants",Canada,1795,1330,1840,1685,4119,,
Madagascar,"MT2 - 03 - Fruits, vegetables, plants",Chile,31333,21304,13482,18353,21335,,
Madagascar,"MT2 - 03 - Fruits, vegetables, plants",China,813206,958441,1650801,1688085,1672941,,
Madagascar,"MT2 - 03 - Fruits, vegetables, plants",Colombia,9855,5164,,,121,,
Madagascar,"MT2 - 03 - Fruits, vegetables, plants",Congo,,733,1413,,788,,
Madagascar,"MT2 - 03 - Fruits, vegetables, plants",Costa Rica,1953,374,413,281,450,,
Madagascar,"MT2 - 03 - Fruits, vegetables, plants",Côte d'Ivoire,,114,,4989,,,
Madagascar,"MT2 - 03 - Fruits, vegetables, plants",Democratic Republic of the Congo,995,1458,1108,3649,624958,,
Madagascar,"MT2 - 03 - Fruits, vegetables, plants",Denmark,340,,902,183,4561,,
