Reporting Economy,Product/Sector,Partner Economy,a2015,a2016,a2017,a2018,a2019,a2020,
Lao People's Democratic Republic,MT2 - 02 - Dairy products,Canada,,,13351,1124,3308,,
Lao People's Democratic Republic,MT2 - 02 - Dairy products,China,8935,14671,54565,2285,1773,,
Lao People's Democratic Republic,MT2 - 02 - Dairy products,Denmark,,7322,,,,,
Lao People's Democratic Republic,MT2 - 02 - Dairy products,France,182513,149106,114344,98258,172630,,
Lao People's Democratic Republic,MT2 - 02 - Dairy products,"Hong Kong, China",,,,20247,,,
Lao People's Democratic Republic,MT2 - 02 - Dairy products,Italy,,,,,37553,,
Lao People's Democratic Republic,MT2 - 02 - Dairy products,Japan,,,,,1302,,
Lao People's Democratic Republic,MT2 - 02 - Dairy products,"Korea, Republic of",,22838,,105,210,,
Lao People's Democratic Republic,MT2 - 02 - Dairy products,Malaysia,,314136,1882050,136292,122043,,
Lao People's Democratic Republic,MT2 - 02 - Dairy products,Netherlands,,,,,107638,,
Lao People's Democratic Republic,MT2 - 02 - Dairy products,New Zealand,168929,149064,161706,,42365,,
Lao People's Democratic Republic,MT2 - 02 - Dairy products,Singapore,,,,37981,6206,,
Lao People's Democratic Republic,MT2 - 02 - Dairy products,Spain,,,,404,74072,,
Lao People's Democratic Republic,MT2 - 02 - Dairy products,Sweden,,,,305,,,
Lao People's Democratic Republic,MT2 - 02 - Dairy products,Thailand,18720529,21429615,17120792,10409424,10661258,,
Lao People's Democratic Republic,MT2 - 02 - Dairy products,United States of America,,,,,57963,,
Lao People's Democratic Republic,MT2 - 02 - Dairy products,Viet Nam,,,,66351,4165,,
Lao People's Democratic Republic,"MT2 - 03 - Fruits, vegetables, plants",World,11823276,13466635,13906481,56671830,93058526,,
Lao People's Democratic Republic,"MT2 - 03 - Fruits, vegetables, plants",Australia,,,,,756,,
Lao People's Democratic Republic,"MT2 - 03 - Fruits, vegetables, plants",Cambodia,,,,,7336,,
Lao People's Democratic Republic,"MT2 - 03 - Fruits, vegetables, plants",Canada,,,8346,3347,2508,,
Lao People's Democratic Republic,"MT2 - 03 - Fruits, vegetables, plants",China,1679032,3299779,3123896,2254989,4826976,,
Lao People's Democratic Republic,"MT2 - 03 - Fruits, vegetables, plants",France,2426,5721,12980,,5895,,
Lao People's Democratic Republic,"MT2 - 03 - Fruits, vegetables, plants",Germany,,1314233,,97218,,,
Lao People's Democratic Republic,"MT2 - 03 - Fruits, vegetables, plants",India,,,590605,645946,589253,,
Lao People's Democratic Republic,"MT2 - 03 - Fruits, vegetables, plants",Italy,17231,14598,,,7077,,
Lao People's Democratic Republic,"MT2 - 03 - Fruits, vegetables, plants",Japan,3731,3766,3305,9885,1166,,
Lao People's Democratic Republic,"MT2 - 03 - Fruits, vegetables, plants","Korea, Republic of",3844,2934,6502,3066,12426,,
Lao People's Democratic Republic,"MT2 - 03 - Fruits, vegetables, plants",Malaysia,,,,265,,,
Lao People's Democratic Republic,"MT2 - 03 - Fruits, vegetables, plants",Myanmar,,,,,40,,
Lao People's Democratic Republic,"MT2 - 03 - Fruits, vegetables, plants",Namibia,,,,,15,,
Lao People's Democratic Republic,"MT2 - 03 - Fruits, vegetables, plants",New Zealand,,,,33204,34355,,
Lao People's Democratic Republic,"MT2 - 03 - Fruits, vegetables, plants",Philippines,,,48325,1989,9317,,
Lao People's Democratic Republic,"MT2 - 03 - Fruits, vegetables, plants",Singapore,,2405,,,16561,,
Lao People's Democratic Republic,"MT2 - 03 - Fruits, vegetables, plants",Spain,6672,,,,10520,,
Lao People's Democratic Republic,"MT2 - 03 - Fruits, vegetables, plants",Thailand,1664678,1808703,1886179,38072100,29484792,,
Lao People's Democratic Republic,"MT2 - 03 - Fruits, vegetables, plants",United Kingdom,,,898039,,,,
Lao People's Democratic Republic,"MT2 - 03 - Fruits, vegetables, plants",United States of America,,,28100,748608,405831,,
Lao People's Democratic Republic,"MT2 - 03 - Fruits, vegetables, plants",Viet Nam,8445663,7014495,7300205,14801213,57643705,,
Lao People's Democratic Republic,"MT2 - 04 - Coffee, tea",World,5464364,4724341,8405610,3763282,5027421,,
Lao People's Democratic Republic,"MT2 - 04 - Coffee, tea",Brazil,,,,,350,,
Lao People's Democratic Republic,"MT2 - 04 - Coffee, tea",Canada,,,,,974,,
Lao People's Democratic Republic,"MT2 - 04 - Coffee, tea",China,509934,675818,1004882,411328,208889,,
Lao People's Democratic Republic,"MT2 - 04 - Coffee, tea",France,19619,14230,14081,,902,,
Lao People's Democratic Republic,"MT2 - 04 - Coffee, tea",Germany,,,,,540,,
Lao People's Democratic Republic,"MT2 - 04 - Coffee, tea","Hong Kong, China",,7764,,,,,
Lao People's Democratic Republic,"MT2 - 04 - Coffee, tea",Italy,,,,,1276,,
Lao People's Democratic Republic,"MT2 - 04 - Coffee, tea",Japan,65501,138927,,639,2431,,
Lao People's Democratic Republic,"MT2 - 04 - Coffee, tea","Korea, Republic of",,,4191,333,4867,,
Lao People's Democratic Republic,"MT2 - 04 - Coffee, tea",Malaysia,63712,38987,62684,1825,64518,,
Lao People's Democratic Republic,"MT2 - 04 - Coffee, tea",Netherlands,6415,,,,,,
Lao People's Democratic Republic,"MT2 - 04 - Coffee, tea",Singapore,,,,,2135660,,
Lao People's Democratic Republic,"MT2 - 04 - Coffee, tea",Chinese Taipei,,,,,1035,,
Lao People's Democratic Republic,"MT2 - 04 - Coffee, tea",Thailand,4787424,3817357,6085770,2640938,1751634,,
Lao People's Democratic Republic,"MT2 - 04 - Coffee, tea",United States of America,,,,,8365,,
Lao People's Democratic Republic,"MT2 - 04 - Coffee, tea",Viet Nam,11758,31258,1234002,708219,845980,,
Lao People's Democratic Republic,MT2 - 05 - Cereals and preparations,World,80329771,,,,,,
Lao People's Democratic Republic,MT2 - 05 - Cereals and preparations,Australia,583494,,,,,,
Lao People's Democratic Republic,MT2 - 05 - Cereals and preparations,Canada,3682,,,,,,
Lao People's Democratic Republic,MT2 - 05 - Cereals and preparations,China,19508854,,,,,,
Lao People's Democratic Republic,MT2 - 05 - Cereals and preparations,France,39244,,,,,,
Lao People's Democratic Republic,MT2 - 05 - Cereals and preparations,"Hong Kong, China",1988,,,,,,
Lao People's Democratic Republic,MT2 - 05 - Cereals and preparations,Indonesia,306901,,,,,,
Lao People's Democratic Republic,MT2 - 05 - Cereals and preparations,Italy,28719,,,,,,
Lao People's Democratic Republic,MT2 - 05 - Cereals and preparations,Japan,245405,,,,,,
Lao People's Democratic Republic,MT2 - 05 - Cereals and preparations,"Korea, Republic of",708615,,,,,,
Lao People's Democratic Republic,MT2 - 05 - Cereals and preparations,Malaysia,1252400,,,,,,
Lao People's Democratic Republic,MT2 - 05 - Cereals and preparations,Thailand,48261092,,,,,,
Lao People's Democratic Republic,MT2 - 05 - Cereals and preparations,United States of America,940021,,,,,,
Lao People's Democratic Republic,MT2 - 05 - Cereals and preparations,Viet Nam,8449356,,,,,,
Lesotho,MT2 - 01 - Animal products,World,42605932,,62560620,,,,
Lesotho,MT2 - 02 - Dairy products,World,16704381,,23029218,,,,
Lesotho,"MT2 - 03 - Fruits, vegetables, plants",World,25026607,,34767843,,,,
Lesotho,"MT2 - 04 - Coffee, tea",World,4638012,,5135479,,,,
Lesotho,MT2 - 05 - Cereals and preparations,World,90318338,,,,,,
"Macao, China",MT2 - 01 - Animal products,World,215014248,227004954,222104614,244224167,282764377,255393840,
"Macao, China",MT2 - 01 - Animal products,Albania,21284,17275,15700,14747,13425,8192,
"Macao, China",MT2 - 01 - Animal products,Argentina,2225116,1916193,1965779,2073404,2365978,2202699,
"Macao, China",MT2 - 01 - Animal products,Australia,3956147,4033744,4486055,5886317,6942794,4597804,
"Macao, China",MT2 - 01 - Animal products,Austria,113160,21179,3840,21520,56129,82461,
"Macao, China",MT2 - 01 - Animal products,Belgium,197505,147353,275067,294463,810404,344066,
"Macao, China",MT2 - 01 - Animal products,Brazil,36208010,44566363,43365497,51481716,59530133,50082339,
"Macao, China",MT2 - 01 - Animal products,Canada,2667358,2628357,3416324,2894763,3917041,3825638,
"Macao, China",MT2 - 01 - Animal products,Chile,5259,4615,,,1115,13503,
"Macao, China",MT2 - 01 - Animal products,China,117584623,119690097,110805704,117376008,135591206,132007099,
"Macao, China",MT2 - 01 - Animal products,Cyprus,,,1246,,,,
"Macao, China",MT2 - 01 - Animal products,Denmark,273697,220027,455757,356362,656526,1241848,
"Macao, China",MT2 - 01 - Animal products,Estonia,,,36484,11021,960,1127,
"Macao, China",MT2 - 01 - Animal products,Finland,,36710,97754,104406,31868,3652,
"Macao, China",MT2 - 01 - Animal products,France,2509702,2302531,2008333,1222699,1542523,1107356,
"Macao, China",MT2 - 01 - Animal products,Germany,1549556,1337209,1413339,852535,717583,822068,
"Macao, China",MT2 - 01 - Animal products,Greece,,,,4211,45802,4179,
"Macao, China",MT2 - 01 - Animal products,"Hong Kong, China",6344554,4561989,4731994,5511008,5700712,4101953,
"Macao, China",MT2 - 01 - Animal products,Hungary,209056,278663,231438,762556,935380,732706,
"Macao, China",MT2 - 01 - Animal products,India,,8493,146022,50465,,,
"Macao, China",MT2 - 01 - Animal products,Indonesia,3973,,6417,,3165,7987,
"Macao, China",MT2 - 01 - Animal products,Iran,,33503,31149,,,,
"Macao, China",MT2 - 01 - Animal products,Ireland,58357,562520,610140,244804,216790,30250,
"Macao, China",MT2 - 01 - Animal products,Italy,222354,315024,318805,349629,413880,350668,
"Macao, China",MT2 - 01 - Animal products,Japan,3814477,3182460,3122500,4738085,5196642,4170998,
"Macao, China",MT2 - 01 - Animal products,"Korea, Republic of",19842,73422,89492,109160,147373,457961,
"Macao, China",MT2 - 01 - Animal products,Lithuania,,25416,,,,,
"Macao, China",MT2 - 01 - Animal products,Malaysia,532047,1026484,1080756,1646102,1021612,493718,
"Macao, China",MT2 - 01 - Animal products,Mexico,192194,131459,401777,611050,1039586,1076754,
"Macao, China",MT2 - 01 - Animal products,Netherlands,2571047,2202910,3153453,2704718,3174552,2204760,
"Macao, China",MT2 - 01 - Animal products,New Zealand,1843801,1873843,2186484,2535909,2382422,2114202,
"Macao, China",MT2 - 01 - Animal products,Norway,75138,103741,97930,65667,115549,49222,
"Macao, China",MT2 - 01 - Animal products,Peru,,,2062,,,,
"Macao, China",MT2 - 01 - Animal products,Philippines,39368,19853,5844,44017,11475,13189,
"Macao, China",MT2 - 01 - Animal products,Poland,2765381,4147899,3874084,3374890,5304584,6902698,
"Macao, China",MT2 - 01 - Animal products,Portugal,1947002,1443184,2390730,2650585,2952239,2396889,
"Macao, China",MT2 - 01 - Animal products,Russian Federation,,,,,32722,1038092,
"Macao, China",MT2 - 01 - Animal products,Singapore,61620,27163,90240,108295,11410,2635,
"Macao, China",MT2 - 01 - Animal products,South Africa,16752,19837,252851,238952,,32557,
"Macao, China",MT2 - 01 - Animal products,Spain,1700487,1714897,1513400,2322657,3526414,3415227,
"Macao, China",MT2 - 01 - Animal products,Sweden,,,45558,65529,67978,1104722,
"Macao, China",MT2 - 01 - Animal products,Switzerland,54,,25,,,,
"Macao, China",MT2 - 01 - Animal products,Chinese Taipei,24495,74692,77052,66827,47864,136883,
"Macao, China",MT2 - 01 - Animal products,Thailand,3352149,3000386,3295803,3972820,4889507,3853528,
"Macao, China",MT2 - 01 - Animal products,Turkey,,,,7116,3531,501,
"Macao, China",MT2 - 01 - Animal products,Uganda,,,2656,1431,1087,,
"Macao, China",MT2 - 01 - Animal products,Ukraine,,,76936,,650,1127,
"Macao, China",MT2 - 01 - Animal products,United Kingdom,342694,260940,443181,638038,519499,435283,
"Macao, China",MT2 - 01 - Animal products,United States of America,16633823,19026655,19916104,24294815,26992922,20215859,
"Macao, China",MT2 - 01 - Animal products,Uruguay,54946,99847,78500,106644,27276,,
"Macao, China",MT2 - 01 - Animal products,Viet Nam,4877219,5868023,5484350,4408224,5804067,3709441,
"Macao, China",MT2 - 02 - Dairy products,World,43182021,26724853,32100282,38361010,45618057,35439269,
"Macao, China",MT2 - 02 - Dairy products,Albania,8794,14664,12075,13106,10529,6965,
"Macao, China",MT2 - 02 - Dairy products,Argentina,43720,,,,,,
"Macao, China",MT2 - 02 - Dairy products,Australia,4617814,4092134,4366701,5489547,5981615,4532194,
"Macao, China",MT2 - 02 - Dairy products,Austria,26,294,39307,13732,80265,12680,
"Macao, China",MT2 - 02 - Dairy products,Belgium,85694,190175,173193,130207,163595,138958,
"Macao, China",MT2 - 02 - Dairy products,Brazil,10100,,5093,,,,
"Macao, China",MT2 - 02 - Dairy products,Bulgaria,,,,1887,,,
"Macao, China",MT2 - 02 - Dairy products,China,1197588,958456,990429,898614,1189138,1473970,
"Macao, China",MT2 - 02 - Dairy products,Cyprus,,13,83,6935,5548,2212,
"Macao, China",MT2 - 02 - Dairy products,Denmark,373034,382138,571440,481278,519766,514348,
"Macao, China",MT2 - 02 - Dairy products,Estonia,20081,,,,,,
"Macao, China",MT2 - 02 - Dairy products,Finland,660,7506,3231,1009,,,
"Macao, China",MT2 - 02 - Dairy products,France,2124081,2204544,2415509,3540654,4468972,2992576,
"Macao, China",MT2 - 02 - Dairy products,Germany,4142707,815719,1304862,1357532,2810981,1084555,
"Macao, China",MT2 - 02 - Dairy products,Greece,19479,15111,17982,70316,128496,165104,
"Macao, China",MT2 - 02 - Dairy products,"Hong Kong, China",5742146,3867506,4968211,6027228,6990957,6802340,
"Macao, China",MT2 - 02 - Dairy products,India,145,27040,33726,39839,58000,605,
"Macao, China",MT2 - 02 - Dairy products,Indonesia,109651,3118,,,,188,
"Macao, China",MT2 - 02 - Dairy products,Ireland,,360,381888,486635,477050,43457,
"Macao, China",MT2 - 02 - Dairy products,Italy,508270,822711,875876,1249842,1422808,1070839,
"Macao, China",MT2 - 02 - Dairy products,Japan,177346,220917,236336,278131,385958,516763,
"Macao, China",MT2 - 02 - Dairy products,"Korea, Republic of",40233,44455,35923,33342,28686,30721,
"Macao, China",MT2 - 02 - Dairy products,Latvia,,,,2847,1963,,
"Macao, China",MT2 - 02 - Dairy products,Lithuania,,,,91704,116856,,
"Macao, China",MT2 - 02 - Dairy products,Malaysia,7559,35596,14708,615933,222903,8404,
"Macao, China",MT2 - 02 - Dairy products,Netherlands,1529205,518145,1263548,1008979,1373408,1125385,
"Macao, China",MT2 - 02 - Dairy products,New Zealand,13054629,7058303,8280056,8182970,8161764,6215558,
"Macao, China",MT2 - 02 - Dairy products,Nigeria,42155,,,,,,
"Macao, China",MT2 - 02 - Dairy products,Philippines,6015,155,,46797,4575,16567,
"Macao, China",MT2 - 02 - Dairy products,Poland,1384,25768,116553,273201,231826,14319,
"Macao, China",MT2 - 02 - Dairy products,Portugal,1135706,886507,640356,847529,803940,961698,
"Macao, China",MT2 - 02 - Dairy products,"Saudi Arabia, Kingdom of",246,3451,9400,8171,17393,24611,
"Macao, China",MT2 - 02 - Dairy products,Singapore,173292,115239,452364,114930,1440148,300318,
"Macao, China",MT2 - 02 - Dairy products,Slovenia,150784,113187,118110,126708,108880,50149,
"Macao, China",MT2 - 02 - Dairy products,South Africa,,,,,,1109,
"Macao, China",MT2 - 02 - Dairy products,Spain,373572,405344,450066,508903,640951,506390,
"Macao, China",MT2 - 02 - Dairy products,Sweden,,542,505,3184,41884,1520,
"Macao, China",MT2 - 02 - Dairy products,Switzerland,623497,543425,570440,632049,552211,347693,
"Macao, China",MT2 - 02 - Dairy products,Chinese Taipei,3091170,11537,41710,229565,560647,387707,
"Macao, China",MT2 - 02 - Dairy products,Thailand,3116947,2543183,1923682,3078849,3677727,3097863,
"Macao, China",MT2 - 02 - Dairy products,Turkey,,,,,1888,17597,
"Macao, China",MT2 - 02 - Dairy products,Ukraine,,,,155,217,,
"Macao, China",MT2 - 02 - Dairy products,United Arab Emirates,,38,,,,,
"Macao, China",MT2 - 02 - Dairy products,United Kingdom,63112,72545,145542,587231,903859,847500,
"Macao, China",MT2 - 02 - Dairy products,United States of America,484369,536549,545277,558649,773836,657274,
"Macao, China",MT2 - 02 - Dairy products,Uruguay,,377,13648,9186,5759,,
"Macao, China",MT2 - 02 - Dairy products,Viet Nam,106810,188101,1082455,1313635,1253058,1469131,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",World,153553611,158639055,166683478,183606596,194157248,186242611,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Albania,,,26,,,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Argentina,118788,91825,36653,87734,142025,151322,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Armenia,,,,34,,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Australia,4235967,3824000,4251777,5186724,5330560,5794978,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Austria,64591,92826,98829,129400,110471,75405,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Bahamas,,24,,,,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Belarus,,32,,2578,4426,1829,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Belgium,185054,227439,251757,206122,215387,300767,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants","Bolivia, Plurinational State of",9393,,,,,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Bosnia and Herzegovina,,,,352,,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Brazil,50882,14670,25534,85367,112408,98000,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Brunei Darussalam,,,,,372,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Bulgaria,3290,,,2635,3559,35,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Cambodia,,,,2168,17774,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Cameroon,,,,818,3063,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Canada,485349,576637,817088,845084,812325,910589,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Central African Republic,,,276,,,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Chile,1001857,991979,745003,904966,1053807,1207019,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",China,74516352,77470924,82784205,87762857,89042775,98894574,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Colombia,72123,56440,76955,126495,165745,52784,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Costa Rica,189,697,193,388,346,70,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Côte d'Ivoire,,,35,140,57,199,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Croatia,,,,2686,3557,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Cyprus,,563,,100,,789,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Denmark,40551,24882,17760,21966,22834,13916,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Dominica,,,,44,,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Ecuador,7915,26141,117692,477603,1005252,1330753,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Egypt,1332720,376086,680731,891557,1113929,478111,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",El Salvador,,12,,,,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Eswatini,,,,,19,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Ethiopia,761,9461,8701,14686,15699,8688,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Finland,,,,7226,18623,2050,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",France,1205256,1651983,1717620,2223601,2197295,1215117,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Germany,217806,123195,212678,188238,170055,154497,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Ghana,1683,1286,1582,359,,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Greece,8073,1970,45466,14976,25397,40237,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Guatemala,,,791,62,77,1427,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Honduras,7497,14528,8211,8990,39471,17447,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants","Hong Kong, China",5317110,4480390,4432337,5271394,4856998,3699329,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Hungary,829,23,796,10233,963,1439,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",India,93784,140885,95039,100232,152473,103600,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Indonesia,765182,741082,468682,244976,316018,347563,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Iran,41835,4615,34422,78836,86452,142535,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Iraq,,,,223,1709,1603,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Ireland,11287,,746,,411,131,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Israel,176326,182739,239511,235885,275544,138478,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Italy,989878,1342833,1264986,1828975,1997205,1451006,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Japan,4282116,4836926,4989049,6251455,7371011,5997215,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Jordan,,,137,,,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Kenya,65125,106653,127092,163976,180871,93510,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants","Korea, Republic of",2140792,2616683,2557780,3178595,3403414,2803800,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Latvia,,,,,17,4770,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Lithuania,,,,89,,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Madagascar,,,,57,34,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Malawi,,113,1100,1080,85,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Malaysia,2206335,2387123,2399910,3402916,3193788,2724002,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Mauritius,,,,,62,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Mexico,164305,456442,501365,1061222,1109292,932247,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants","Moldova, Republic of",,,,,223,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Morocco,,13612,23016,4491,43827,185380,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Myanmar,203,13395,5357,4853,9213,4615,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Namibia,,,,,1005,830,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Nepal,,,,,,2010,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Netherlands,1813358,1836420,2437039,2371184,3173497,1714159,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",New Zealand,2001027,2444550,2364885,1824241,2874645,3025960,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Nigeria,,,,1239,,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",North Macedonia,631,1238,6968,5965,6951,8539,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Norway,,,,78,,300,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Pakistan,,2595,4809,2799,,297902,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Panama,,,,130,,23,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Paraguay,,,,,149,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Peru,284987,352208,272103,380024,690573,610143,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Philippines,5438842,5482716,6007823,5875958,5828535,4626360,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Poland,1826,893,6463,9751,17451,32127,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Portugal,278936,253309,334696,261076,308243,399063,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Romania,,,61,2788,217,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Russian Federation,,1501,,1976,9644,12115,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Rwanda,,,248,,,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants","Saudi Arabia, Kingdom of",,,7881,,1960,32855,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Senegal,,,,65,522,934,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Serbia,,,,402,258,10303,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Seychelles,3792,2510,376,260964,12873,27306,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Singapore,187522,251115,313946,84844,196155,82566,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Slovenia,,,,,247,385,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",South Africa,1278417,1470932,2345266,2764213,2956610,2764165,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Spain,144667,229607,307597,569498,873363,777929,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Sri Lanka,5851,2340,4569,3833,461,354,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Suriname,,,,154,,5020,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Sweden,41,432,423,1297,1780,66846,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Switzerland,197076,278186,220776,366131,228582,97462,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Syrian Arab Republic,,,,,,26753,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Chinese Taipei,5997289,4449500,5297341,7172756,8550334,7689446,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Tanzania,46,3772,1146,5894,13760,11626,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Thailand,6919596,7288668,7231379,8375139,9239465,8257408,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Tonga,,,,7062,669,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Trinidad and Tobago,1909,,,,,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Tunisia,,,,1627,3595,3717,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Turkey,286540,415202,515963,559465,763432,669573,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Uganda,69,,,,339,52,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",United Arab Emirates,138,,,3003,13,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",United Kingdom,356974,381302,437422,456299,425346,441158,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",United States of America,26800678,28640032,27601984,28873278,29307265,20953289,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Uruguay,849,,623,,,,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Viet Nam,1728387,1947759,1918537,2320190,4035774,4168410,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Zambia,,,,186,104,6468,
"Macao, China","MT2 - 03 - Fruits, vegetables, plants",Zimbabwe,24,1157,1903,4168,1262,32489,
"Macao, China","MT2 - 04 - Coffee, tea",World,59155902,59730671,57494005,68248453,70719049,49036481,
"Macao, China","MT2 - 04 - Coffee, tea",Albania,1648,,,,,,
"Macao, China","MT2 - 04 - Coffee, tea",Argentina,3979,,,,,,
"Macao, China","MT2 - 04 - Coffee, tea",Australia,3097502,3347334,2623759,2614322,2363027,1228603,
"Macao, China","MT2 - 04 - Coffee, tea",Austria,9588,2772,22127,11364,17215,9549,
"Macao, China","MT2 - 04 - Coffee, tea",Belgium,3295238,3196878,3051162,3307717,2879683,1041354,
"Macao, China","MT2 - 04 - Coffee, tea","Bolivia, Plurinational State of",,,,,,2296,
"Macao, China","MT2 - 04 - Coffee, tea",Brazil,535050,312641,322084,688338,624390,686726,
"Macao, China","MT2 - 04 - Coffee, tea",Bulgaria,,1305,7635,18970,10333,216,
"Macao, China","MT2 - 04 - Coffee, tea",Cameroon,,,,,783,,
