"Reporting_Economy","Partner_Economy","Year","Value","rankx"
"El Salvador","Mexico","2015","4991617","5"
"El Salvador","Nicaragua","2020","143836052","1"
"El Salvador","United States of America","2020","61256460","2"
"El Salvador","Guatemala","2020","50068145","3"
"El Salvador","Honduras","2020","12689029","4"
"El Salvador","Mexico","2020","10327171","5"
"Estonia","Denmark","2000","9508591","1"
"Estonia","Finland","2000","4857145","2"
"Estonia","United States of America","2000","4448640","3"
"Estonia","Poland","2000","3894068","4"
"Estonia","Sweden","2000","3088754","5"
"Eswatini","South Africa","2005","33286309","1"
"Eswatini","South Africa","2010","31812178","1"
"Eswatini","Saudi Arabia, Kingdom of","2010","94155","2"
"Eswatini","Botswana","2010","91250","3"
"Eswatini","China","2010","17642","4"
"Eswatini","Uganda","2010","262","5"
"Eswatini","South Africa","2015","20266945","1"
"Eswatini","Brazil","2015","91028","2"
"Eswatini","Botswana","2015","48922","3"
"Eswatini","Australia","2015","48201","4"
"Eswatini","Chile","2015","38262","5"
"European Union","Brazil","2000","771955576","1"
"European Union","New Zealand","2000","694686352","2"
"European Union","Hungary","2000","425703203","3"
"European Union","Argentina","2000","395094835","4"
"European Union","United States of America","2000","367969996","5"
"European Union","Brazil","2005","1924335987","1"
"European Union","New Zealand","2005","1278770357","2"
"European Union","Argentina","2005","639751541","3"
"European Union","Thailand","2005","379426520","4"
"European Union","United States of America","2005","298598795","5"
"European Union","Brazil","2010","2172621487","1"
"European Union","New Zealand","2010","1334653664","2"
"European Union","Thailand","2010","812020160","3"
"European Union","Argentina","2010","742884811","4"
"European Union","Uruguay","2010","381890123","5"
"European Union","Brazil","2015","1926552627","1"
"European Union","New Zealand","2015","1246221725","2"
"European Union","Thailand","2015","1114526680","3"
"European Union","Argentina","2015","489621046","4"
"European Union","United States of America","2015","458736365","5"
"European Union","United Kingdom","2020","2348558601","1"
"European Union","Brazil","2020","858973653","2"
"European Union","New Zealand","2020","616770375","3"
"European Union","Argentina","2020","466126411","4"
"European Union","Thailand","2020","425614246","5"
"Fiji","New Zealand","2005","27161916","1"
"Fiji","Australia","2005","3440800","2"
"Fiji","United States of America","2005","28244","3"
"Fiji","Brunei Darussalam","2005","21234","4"
"Fiji","Thailand","2005","20927","5"
"Fiji","New Zealand","2010","21458521","1"
"Fiji","Australia","2010","6713693","2"
"Fiji","United States of America","2010","40657","3"
"Fiji","Vanuatu","2010","19283","4"
"Fiji","Spain","2010","9171","5"
"Fiji","New Zealand","2015","15088543","1"
"Fiji","Australia","2015","10761223","2"
"Fiji","Namibia","2015","46236","3"
"Fiji","United States of America","2015","43289","4"
"Fiji","Italy","2015","41961","5"
"Gabon","Brazil","2005","18830310","1"
"Gabon","France","2005","11316162","2"
"Gabon","India","2005","8044438","3"
"Gabon","Argentina","2005","6658886","4"
"Gabon","Netherlands","2005","4693782","5"
"Gabon","Brazil","2010","23249675","1"
"Gabon","France","2010","21300173","2"
"Gabon","United States of America","2010","18672747","3"
"Gabon","India","2010","13798884","4"
"Gabon","Canada","2010","8403369","5"
"Gabon","United States of America","2015","34386506","1"
"Gabon","France","2015","31129503","2"
"Gabon","Brazil","2015","26625919","3"
"Gabon","India","2015","16078468","4"
"Gabon","Netherlands","2015","11703365","5"
"Georgia","Brazil","2005","5795000","1"
"Georgia","United States of America","2005","5648000","2"
"Georgia","Russian Federation","2005","3709000","3"
"Georgia","Austria","2005","3229000","4"
"Georgia","India","2005","2146000","5"
"Georgia","United States of America","2010","28836608","1"
"Georgia","Brazil","2010","19947411","2"
"Georgia","Austria","2010","11997916","3"
"Georgia","India","2010","11151122","4"
"Georgia","Canada","2010","3551302","5"
"Georgia","Brazil","2015","17571959","1"
"Georgia","Germany","2015","16447234","2"
"Georgia","Ukraine","2015","10771604","3"
"Georgia","United States of America","2015","9717672","4"
"Georgia","Turkey","2015","9311954","5"
"Ghana","Brazil","2010","35394354","1"
"Ghana","United States of America","2010","31978184","2"
"Ghana","Belgium","2010","20339979","3"
"Ghana","Netherlands","2010","13072877","4"
"Ghana","India","2010","7383010","5"
"Grenada","United States of America","2000","5174047","1"
"Grenada","New Zealand","2000","1663332","2"
"Grenada","United Kingdom","2000","1216114","3"
"Grenada","Norway","2000","944933","4"
"Grenada","Canada","2000","677000","5"
"Guatemala","United States of America","2000","26500346","1"
"Guatemala","Mexico","2000","3806740","2"
"Guatemala","Nicaragua","2000","3621100","3"
"Guatemala","Costa Rica","2000","2347120","4"
"Guatemala","El Salvador","2000","2136190","5"
"Guatemala","United States of America","2005","42213848","1"
"Guatemala","Panama","2005","19190624","2"
"Guatemala","Costa Rica","2005","6536807","3"
"Guatemala","El Salvador","2005","5590707","4"
"Guatemala","Nicaragua","2005","5032137","5"
"Guatemala","United States of America","2010","88741448","1"
"Guatemala","El Salvador","2010","20492894","2"
"Guatemala","Mexico","2010","8242966","3"
"Guatemala","Costa Rica","2010","5395557","4"
"Guatemala","Honduras","2010","1619937","5"
"Guinea","France","2005","771994","1"
"Guinea","Netherlands","2005","269048","2"
"Guinea","Belgium","2005","120931","3"
"Guinea","Canada","2005","110828","4"
"Guinea","Italy","2005","109537","5"
"Guinea","France","2010","1482221","1"
"Guinea","Netherlands","2010","851710","2"
"Guinea","Brazil","2010","516243","3"
"Guinea","Italy","2010","297951","4"
"Guinea","Canada","2010","237261","5"
"Guinea-Bissau","Senegal","2005","297492","1"
"Guinea-Bissau","Portugal","2005","42623","2"
"Guinea-Bissau","The Gambia","2005","31640","3"
"Guinea-Bissau","Netherlands","2005","24973","4"
"Guyana","Brazil","2010","1404135","1"
"Guyana","Trinidad and Tobago","2010","1404090","2"
"Guyana","United States of America","2010","844414","3"
"Guyana","France","2010","62345","4"
"Guyana","Canada","2010","38262","5"
"Guyana","Brazil","2015","2086933","1"
"Guyana","United States of America","2015","2024783","2"
"Guyana","Trinidad and Tobago","2015","1389530","3"
"Guyana","France","2015","219212","4"
"Guyana","Jamaica","2015","158833","5"
"Haiti","United States of America","2010","109525776","1"
"Haiti","Canada","2010","58198929","2"
"Haiti","Brazil","2010","6925803","3"
"Haiti","Argentina","2010","427431","4"
"Haiti","France","2010","380473","5"
"Honduras","United States of America","2000","11595291","1"
"Honduras","El Salvador","2000","7520907","2"
"Honduras","Nicaragua","2000","5369170","3"
"Honduras","Guatemala","2000","5044106","4"
"Honduras","Canada","2000","1999246","5"
"Honduras","Nicaragua","2005","17955828","1"
"Honduras","United States of America","2005","17854989","2"
"Honduras","Guatemala","2005","6029035","3"
"Honduras","Costa Rica","2005","4832997","4"
"Honduras","El Salvador","2005","4165848","5"
"Honduras","United States of America","2010","34730008","1"
"Honduras","Guatemala","2010","3008320","2"
"Honduras","Costa Rica","2010","2963865","3"
"Honduras","El Salvador","2010","2307662","4"
"Honduras","Nicaragua","2010","1304389","5"
"Hong Kong, China","United States of America","2000","644715845","1"
"Hong Kong, China","China","2000","595641863","2"
"Hong Kong, China","Brazil","2000","250100854","3"
"Hong Kong, China","Thailand","2000","100160249","4"
"Hong Kong, China","Netherlands","2000","87777061","5"
"Hong Kong, China","China","2005","672301589","1"
"Hong Kong, China","Brazil","2005","431008636","2"
"Hong Kong, China","United States of America","2005","177939686","3"
"Hong Kong, China","Australia","2005","68607222","4"
"Hong Kong, China","Canada","2005","57960834","5"
"Hong Kong, China","Brazil","2010","1372562573","1"
"Hong Kong, China","China","2010","1092951542","2"
"Hong Kong, China","United States of America","2010","1037618597","3"
"Hong Kong, China","Germany","2010","241023838","4"
"Hong Kong, China","Canada","2010","192798485","5"
"Hong Kong, China","Brazil","2015","1701002188","1"
"Hong Kong, China","United States of America","2015","1591966300","2"
"Hong Kong, China","China","2015","1436600019","3"
"Hong Kong, China","Australia","2015","249604290","4"
"Hong Kong, China","Germany","2015","200657474","5"
"Hong Kong, China","Brazil","2020","1906399005","1"
"Hong Kong, China","China","2020","1219845655","2"
"Hong Kong, China","United States of America","2020","937384332","3"
"Hong Kong, China","Australia","2020","857014061","4"
"Hong Kong, China","Thailand","2020","208676308","5"
"Hungary","Germany","2000","16100764","1"
"Hungary","Netherlands","2000","9823984","2"
"Hungary","Denmark","2000","8028499","3"
"Hungary","Romania","2000","6781147","4"
"Hungary","Austria","2000","5256142","5"
"Iceland","Denmark","2000","437296","1"
"Iceland","United States of America","2000","176012","2"
"Iceland","Sweden","2000","169039","3"
"Iceland","Ireland","2000","149054","4"
"Iceland","Finland","2000","111698","5"
"Iceland","Denmark","2005","802534","1"
"Iceland","New Zealand","2005","554692","2"
"Iceland","United States of America","2005","403748","3"
"Iceland","Finland","2005","319447","4"
"Iceland","Netherlands","2005","300185","5"
"Iceland","Denmark","2010","2355225","1"
"Iceland","Germany","2010","1063723","2"
"Iceland","Netherlands","2010","503791","3"
"Iceland","Spain","2010","289277","4"
"Iceland","Italy","2010","280752","5"
"India","Nepal","2000","334178","1"
"India","Netherlands","2000","43714","2"
"India","Germany","2000","30174","3"
"India","United Arab Emirates","2000","28874","4"
"India","Australia","2000","23444","5"
"India","United States of America","2005","606439","1"
"India","United Kingdom","2005","488246","2"
"India","Sri Lanka","2005","278924","3"
"India","Netherlands","2005","185801","4"
"India","Germany","2005","184852","5"
"India","Ireland","2010","3321840","1"
"India","United States of America","2010","2139945","2"
"India","Sri Lanka","2010","1357491","3"
"India","France","2010","1087584","4"
"India","Netherlands","2010","1018455","5"
"India","United States of America","2015","3238149","1"
"India","United Kingdom","2015","1868411","2"
"India","France","2015","1798954","3"
"India","Denmark","2015","1017696","4"
"India","Sri Lanka","2015","879696","5"
"India","United States of America","2020","3527091","1"
"India","Germany","2020","2246722","2"
"India","United Kingdom","2020","1197147","3"
"India","Belgium","2020","1183923","4"
"India","Sri Lanka","2020","1072247","5"
"Indonesia","Australia","2000","119491573","1"
"Indonesia","United States of America","2000","19634412","2"
"Indonesia","Ireland","2000","13987867","3"
"Indonesia","New Zealand","2000","11239291","4"
"Indonesia","France","2000","3634208","5"
"Indonesia","Australia","2005","144883005","1"
"Indonesia","New Zealand","2005","32059537","2"
"Indonesia","United States of America","2005","14890135","3"
"Indonesia","Singapore","2005","7135078","4"
"Indonesia","France","2005","2295922","5"
"Indonesia","Australia","2010","673837384","1"
"Indonesia","New Zealand","2010","150283021","2"
"Indonesia","United States of America","2010","24195560","3"
"Indonesia","Singapore","2010","4305872","4"
"Indonesia","Canada","2010","2636213","5"
"Indonesia","Australia","2015","754454376","1"
"Indonesia","New Zealand","2015","48089610","2"
"Indonesia","United States of America","2015","16567918","3"
"Indonesia","Malaysia","2015","12879408","4"
"Indonesia","Singapore","2015","3241470","5"
"Israel","Uruguay","2000","71076000","1"
"Israel","Argentina","2000","37739000","2"
"Israel","Brazil","2000","26632000","3"
"Israel","United Kingdom","2000","7199000","4"
"Israel","Australia","2000","7176000","5"
"Israel","Argentina","2005","58687000","1"
"Israel","Brazil","2005","39759000","2"
"Israel","Uruguay","2005","18512000","3"
"Israel","Australia","2005","17442000","4"
"Israel","United Kingdom","2005","17408000","5"
"Israel","Argentina","2010","117827000","1"
"Israel","Brazil","2010","84166000","2"
"Israel","Australia","2010","57303000","3"
"Israel","United Kingdom","2010","54883000","4"
"Israel","Uruguay","2010","36440000","5"
"Israel","Uruguay","2015","125461000","1"
"Israel","Argentina","2015","102722000","2"
"Israel","Paraguay","2015","87158000","3"
"Israel","Jordan","2015","81535000","4"
"Israel","Brazil","2015","60150000","5"
"Israel","Argentina","2020","222408000","1"
"Israel","Portugal","2020","172581000","2"
"Israel","Poland","2020","106507000","3"
"Israel","Brazil","2020","104908000","4"
"Israel","Paraguay","2020","95334000","5"
"Jamaica","United States of America","2000","26150184","1"
"Jamaica","Australia","2000","9330241","2"
"Jamaica","Brazil","2000","5052443","3"
"Jamaica","Canada","2000","4417056","4"
"Jamaica","Argentina","2000","3692926","5"
"Jamaica","United States of America","2010","45582597","1"
"Jamaica","Australia","2010","13519726","2"
"Jamaica","Canada","2010","10440756","3"
"Jamaica","Brazil","2010","8762157","4"
"Jamaica","New Zealand","2010","5337288","5"
"Jamaica","United States of America","2015","51606212","1"
"Jamaica","Australia","2015","11119499","2"
"Jamaica","Brazil","2015","9585745","3"
"Jamaica","Canada","2015","8004145","4"
"Jamaica","New Zealand","2015","4880015","5"
"Japan","United States of America","2000","3585443983","1"
"Japan","Australia","2000","1131228385","2"
"Japan","Denmark","2000","1074514002","3"
"Japan","China","2000","769225063","4"
"Japan","Canada","2000","737310522","5"
"Japan","Australia","2005","2286231482","1"
"Japan","United States of America","2005","1779710733","2"
"Japan","Denmark","2005","1178828534","3"
"Japan","Canada","2005","1115174442","4"
"Japan","China","2005","942786799","5"
"Japan","United States of America","2010","2934412440","1"
"Japan","Australia","2010","1848190829","2"
"Japan","Canada","2010","1272783151","3"
"Japan","Brazil","2010","1028569526","4"
"Japan","China","2010","1007884746","5"
"Japan","United States of America","2015","3095397190","1"
"Japan","Australia","2015","1888087245","2"
"Japan","Thailand","2015","1505140786","3"
"Japan","Brazil","2015","1012999777","4"
"Japan","China","2015","985266537","5"
"Jordan","Australia","2000","33942935","1"
"Jordan","India","2000","15290302","2"
"Jordan","New Zealand","2000","13090463","3"
"Jordan","Hungary","2000","11514287","4"
"Jordan","Germany","2000","7726759","5"
"Jordan","India","2005","28995584","1"
"Jordan","Australia","2005","27359986","2"
"Jordan","China","2005","26398956","3"
"Jordan","Brazil","2005","19563363","4"
"Jordan","Syrian Arab Republic","2005","17704181","5"
"Jordan","Brazil","2010","88518026","1"
"Jordan","Australia","2010","72096033","2"
"Jordan","India","2010","44486985","3"
"Jordan","China","2010","28544455","4"
"Jordan","New Zealand","2010","20992034","5"
"Jordan","Brazil","2015","164055563","1"
"Jordan","Romania","2015","137609306","2"
"Jordan","Australia","2015","111893627","3"
"Jordan","India","2015","50384746","4"
"Jordan","New Zealand","2015","45917783","5"
"Kazakhstan","Russian Federation","2015","114813113","1"
"Kazakhstan","United States of America","2015","94227274","2"
"Kazakhstan","Ukraine","2015","25263425","3"
"Kazakhstan","Belarus","2015","15155183","4"
"Kazakhstan","Poland","2015","8468608","5"
"Kenya","Denmark","2000","363072","1"
"Kenya","Brazil","2000","230908","2"
"Kenya","New Zealand","2000","184892","3"
"Kenya","United Kingdom","2000","179537","4"
"Kenya","Netherlands","2000","116641","5"
"Kenya","Brazil","2005","687884","1"
"Kenya","Denmark","2005","119585","2"
"Kenya","United Kingdom","2005","87742","3"
"Kenya","Italy","2005","31257","4"
"Kenya","Belgium","2005","29977","5"
"Kenya","Netherlands","2010","871931","1"
"Kenya","South Africa","2010","646278","2"
"Kenya","Brazil","2010","549618","3"
"Kenya","United Arab Emirates","2010","199523","4"
"Kenya","Italy","2010","198453","5"
"Korea, Republic of","United States of America","2000","614140502","1"
"Korea, Republic of","Australia","2000","161726580","2"
"Korea, Republic of","Canada","2000","93352805","3"
"Korea, Republic of","Denmark","2000","67054620","4"
"Korea, Republic of","France","2000","44565946","5"
"Korea, Republic of","Australia","2005","557506661","1"
"Korea, Republic of","United States of America","2005","202602324","2"
"Korea, Republic of","New Zealand","2005","182193709","3"
"Korea, Republic of","Denmark","2005","87584730","4"
"Korea, Republic of","Canada","2005","86181792","5"
"Korea, Republic of","United States of America","2010","721456405","1"
"Korea, Republic of","Australia","2010","653255661","2"
"Korea, Republic of","New Zealand","2010","123521221","3"
"Korea, Republic of","Chile","2010","113142429","4"
"Korea, Republic of","Canada","2010","104391766","5"
"Korea, Republic of","United States of America","2015","1323428691","1"
"Korea, Republic of","Australia","2015","1140435502","2"
"Korea, Republic of","Germany","2015","242854855","3"
"Korea, Republic of","Brazil","2015","185306651","4"
"Korea, Republic of","Spain","2015","180112510","5"
"Korea, Republic of","United States of America","2020","2379464927","1"
"Korea, Republic of","Australia","2020","1281202694","2"
"Korea, Republic of","Germany","2020","293895676","3"
"Korea, Republic of","Brazil","2020","223357123","4"
"Korea, Republic of","Spain","2020","213324105","5"
"Kuwait, the State of","Brazil","2005","224454757","1"
"Kuwait, the State of","Austria","2005","185558856","2"
"Kuwait, the State of","Iran","2005","126543260","3"
"Kuwait, the State of","Saudi Arabia, Kingdom of","2005","50359743","4"
"Kuwait, the State of","India","2005","27685521","5"
"Kuwait, the State of","Brazil","2015","241850248","1"
"Kuwait, the State of","Australia","2015","155854121","2"
"Kuwait, the State of","Iran","2015","56348248","3"
"Kuwait, the State of","Saudi Arabia, Kingdom of","2015","49623137","4"
"Kuwait, the State of","United States of America","2015","42127611","5"
"Kyrgyz Republic","United States of America","2000","770036","1"
"Kyrgyz Republic","Russian Federation","2000","536769","2"
"Kyrgyz Republic","Canada","2000","239652","3"
"Kyrgyz Republic","Brazil","2000","63715","4"
"Kyrgyz Republic","Turkey","2000","46873","5"
"Kyrgyz Republic","United States of America","2005","5641997","1"
"Kyrgyz Republic","China","2005","635580","2"
"Kyrgyz Republic","Brazil","2005","281304","3"
"Kyrgyz Republic","Russian Federation","2005","154679","4"
"Kyrgyz Republic","Poland","2005","90298","5"
"Kyrgyz Republic","United States of America","2010","48890219","1"
"Kyrgyz Republic","China","2010","23371101","2"
"Kyrgyz Republic","Russian Federation","2010","1900194","3"
"Kyrgyz Republic","Kazakhstan","2010","1249032","4"
"Kyrgyz Republic","Ukraine","2010","840092","5"
"Lao People's Democratic Republic","Thailand","2015","6399551","1"
"Lao People's Democratic Republic","Australia","2015","834287","2"
"Lao People's Democratic Republic","China","2015","629180","3"
"Lao People's Democratic Republic","Italy","2015","105491","4"
"Lao People's Democratic Republic","Japan","2015","95445","5"
"Latvia","Estonia","2000","8968967","1"
"Latvia","Lithuania","2000","6274459","2"
"Latvia","United States of America","2000","3366306","3"
"Latvia","Poland","2000","3261864","4"
"Latvia","Germany","2000","2990945","5"
"Macao, China","China","2000","26094392","1"
"Macao, China","Australia","2000","2823287","2"
"Macao, China","United States of America","2000","1979539","3"
"Macao, China","Brazil","2000","1702711","4"
"Macao, China","New Zealand","2000","1694077","5"
"Macao, China","China","2005","42507374","1"
"Macao, China","Brazil","2005","5597628","2"
"Macao, China","Australia","2005","3577616","3"
"Macao, China","United States of America","2005","2002474","4"
"Macao, China","New Zealand","2005","1212418","5"
"Macao, China","China","2010","68261128","1"
"Macao, China","Brazil","2010","20555029","2"
"Macao, China","United States of America","2010","7026072","3"
"Macao, China","Japan","2010","3123894","4"
"Macao, China","Hong Kong, China","2010","2708175","5"
"Macao, China","China","2015","117584623","1"
"Macao, China","Brazil","2015","36208010","2"
"Macao, China","United States of America","2015","16633823","3"
"Macao, China","Hong Kong, China","2015","6344554","4"
"Macao, China","Viet Nam","2015","4877219","5"
"Macao, China","China","2020","132007099","1"
"Macao, China","Brazil","2020","50082339","2"
"Macao, China","United States of America","2020","20215859","3"
"Macao, China","Poland","2020","6902698","4"
"Macao, China","Australia","2020","4597804","5"
"Madagascar","France","2000","308256","1"
"Madagascar","Mauritius","2000","176424","2"
"Madagascar","Netherlands","2000","37691","3"
"Madagascar","United States of America","2000","29869","4"
"Madagascar","South Africa","2000","6661","5"
"Madagascar","New Zealand","2005","1421237","1"
"Madagascar","France","2005","401437","2"
"Madagascar","Mauritius","2005","204266","3"
"Madagascar","Brazil","2005","91017","4"
"Madagascar","Netherlands","2005","57054","5"
"Madagascar","Canada","2010","1827028","1"
"Madagascar","United States of America","2010","1193314","2"
"Madagascar","Mauritius","2010","1117889","3"
"Madagascar","France","2010","809792","4"
"Madagascar","Netherlands","2010","506198","5"
"Madagascar","France","2015","946191","1"
"Madagascar","Mauritius","2015","458238","2"
"Madagascar","European Union (partner code)","2015","375921","3"
"Madagascar","Netherlands","2015","94190","4"
"Madagascar","Spain","2015","68170","5"
"Malawi","Zimbabwe","2000","1453307","1"
"Malawi","South Africa","2000","771677","2"
"Malawi","Zambia","2000","108094","3"
"Malawi","Maldives","2000","4420","4"
"Malawi","United Kingdom","2000","4414","5"
"Malawi","South Africa","2010","784364","1"
"Malawi","Zimbabwe","2010","756762","2"
"Malawi","Zambia","2010","480412","3"
"Malawi","United States of America","2010","147565","4"
"Malawi","Mozambique","2010","21284","5"
"Malawi","South Africa","2015","3102444","1"
"Malawi","Zimbabwe","2015","637613","2"
"Malawi","Zambia","2015","403935","3"
"Malawi","Italy","2015","30234","4"
"Malawi","Brazil","2015","11719","5"
"Malaysia","India","2000","83809392","1"
"Malaysia","Australia","2000","58951546","2"
"Malaysia","New Zealand","2000","32579853","3"
"Malaysia","China","2000","12935969","4"
"Malaysia","Denmark","2000","12429411","5"
"Malaysia","India","2010","237361939","1"
"Malaysia","Australia","2010","151459713","2"
"Malaysia","China","2010","68608034","3"
"Malaysia","New Zealand","2010","56371249","4"
"Malaysia","Thailand","2010","38473353","5"
"Malaysia","India","2015","424443012","1"
"Malaysia","Australia","2015","214886118","2"
"Malaysia","China","2015","89899947","3"
"Malaysia","New Zealand","2015","73490997","4"
"Malaysia","Thailand","2015","33157805","5"
"Malaysia","India","2020","398131137","1"
"Malaysia","Australia","2020","258225778","2"
"Malaysia","Thailand","2020","96706615","3"
"Malaysia","New Zealand","2020","84908343","4"
"Malaysia","Brazil","2020","36833016","5"
"Maldives","United Arab Emirates","2000","2841830","1"
"Maldives","Singapore","2000","2517813","2"
"Maldives","Sri Lanka","2000","1062202","3"
"Maldives","Australia","2000","770393","4"
"Maldives","Oman","2000","302083","5"
"Maldives","Singapore","2005","2330101","1"
"Maldives","Australia","2005","2184850","2"
"Maldives","United Arab Emirates","2005","1725323","3"
"Maldives","Brazil","2005","1150900","4"
"Maldives","Sri Lanka","2005","686235","5"
"Maldives","Australia","2010","7757449","1"
"Maldives","Brazil","2010","6083612","2"
"Maldives","United Arab Emirates","2010","4267469","3"
"Maldives","Sri Lanka","2010","1673028","4"
"Maldives","Germany","2010","1627698","5"
"Maldives","Brazil","2015","14576153","1"
"Maldives","Australia","2015","9876084","2"
"Maldives","United Arab Emirates","2015","9554953","3"
"Maldives","India","2015","6511915","4"
"Maldives","Singapore","2015","3885946","5"
"Maldives","Brazil","2020","11894620","1"
"Maldives","Australia","2020","8543307","2"
"Maldives","India","2020","5464185","3"
"Maldives","Ukraine","2020","3950325","4"
"Maldives","Sri Lanka","2020","2041527","5"
"Mali","France","2000","102031","1"
"Mali","Senegal","2000","53297","2"
"Mali","South Africa","2000","20151","3"
"Mali","Netherlands","2000","17064","4"
"Mali","C�te d'Ivoire","2000","10764","5"
"Mali","France","2005","91593","1"
"Mali","Senegal","2005","66011","2"
"Mali","United States of America","2005","45623","3"
"Mali","Denmark","2005","39106","4"
"Mali","South Africa","2005","14557","5"
"Mali","France","2010","1137675","1"
"Mali","Netherlands","2010","182854","2"
"Mali","Senegal","2010","91977","3"
"Mali","Brazil","2010","61073","4"
"Mali","Lebanese Republic","2010","51517","5"
"Mali","Belgium","2015","2359969","1"
"Mali","France","2015","1742765","2"
"Mali","Italy","2015","1152878","3"
"Mali","Senegal","2015","1045661","4"
"Mali","Netherlands","2015","986722","5"
"Malta","Ireland","2000","7431225","1"
"Malta","France","2000","4753531","2"
"Malta","New Zealand","2000","4093963","3"
"Malta","Italy","2000","3696221","4"
"Malta","Netherlands","2000","3487091","5"
"Mauritania","Brazil","2010","5995895","1"
"Mauritania","Netherlands","2010","454763","2"
"Mauritania","Spain","2010","243474","3"
"Mauritania","Japan","2010","159831","4"
"Mauritania","United States of America","2010","159831","4"
"Mauritius","Australia","2000","14776103","1"
"Mauritius","Zimbabwe","2000","5816014","2"
"Mauritius","India","2000","4973822","3"
"Mauritius","South Africa","2000","2850417","4"
"Mauritius","France","2000","1874681","5"
"Mauritius","Australia","2005","14962442","1"
"Mauritius","South Africa","2005","7736422","2"
"Mauritius","India","2005","5794159","3"
"Mauritius","Kenya","2005","3604517","4"
"Mauritius","Brazil","2005","3250642","5"
"Mauritius","Australia","2010","29204460","1"
"Mauritius","South Africa","2010","12648269","2"
"Mauritius","India","2010","10072845","3"
"Mauritius","France","2010","5654167","4"
"Mauritius","New Zealand","2010","5383708","5"
"Mauritius","Australia","2015","31036248","1"
"Mauritius","South Africa","2015","13918965","2"
"Mauritius","India","2015","12164930","3"
"Mauritius","New Zealand","2015","7567174","4"
"Mauritius","Brazil","2015","7285998","5"
"Mauritius","Australia","2020","28525787","1"
"Mauritius","South Africa","2020","22328822","2"
"Mauritius","India","2020","8718333","3"
"Mauritius","France","2020","6291711","4"
"Mauritius","New Zealand","2020","6267208","5"
"Mexico","United States of America","2000","1564067916","1"
"Mexico","Canada","2000","197515324","2"
"Mexico","Australia","2000","49389814","3"
"Mexico","Uruguay","2000","29165497","4"
"Mexico","New Zealand","2000","18368102","5"
"Mexico","United States of America","2005","2047575983","1"
"Mexico","Canada","2005","273867416","2"
"Mexico","Chile","2005","131099064","3"
"Mexico","New Zealand","2005","85047954","4"
"Mexico","Australia","2005","68293629","5"
"Mexico","United States of America","2010","3064287626","1"
"Mexico","Canada","2010","340699341","2"
"Mexico","Chile","2010","71424068","3"
"Mexico","New Zealand","2010","28563334","4"
"Mexico","Australia","2010","15317749","5"
"Mexico","United States of America","2015","3546758852","1"
"Mexico","Canada","2015","389162878","2"
"Mexico","Chile","2015","125362192","3"
"Mexico","Brazil","2015","63688563","4"
"Mexico","New Zealand","2015","38044716","5"
"Mexico","United States of America","2020","3297868031","1"
"Mexico","Canada","2020","271319676","2"
"Mexico","Chile","2020","51883762","3"
"Mexico","Germany","2020","21240070","4"
"Mexico","Spain","2020","21225740","5"
"Moldova, Republic of","United States of America","2005","15396200","1"
"Moldova, Republic of","Brazil","2005","8204800","2"
"Moldova, Republic of","Poland","2005","4444900","3"
"Moldova, Republic of","Hungary","2005","2002200","4"
"Moldova, Republic of","Romania","2005","1283900","5"
"Moldova, Republic of","United States of America","2010","9285200","1"
"Moldova, Republic of","Germany","2010","6073600","2"
"Moldova, Republic of","Poland","2010","4385200","3"
"Moldova, Republic of","Ukraine","2010","3604100","4"
"Moldova, Republic of","Hungary","2010","3136000","5"
"Moldova, Republic of","Ukraine","2015","10131300","1"
"Moldova, Republic of","Germany","2015","7288300","2"
"Moldova, Republic of","Romania","2015","4061500","3"
"Moldova, Republic of","Hungary","2015","2708100","4"
"Moldova, Republic of","Poland","2015","2470200","5"
"Moldova, Republic of","Ukraine","2020","16201424","1"
"Moldova, Republic of","Poland","2020","6278774","2"
"Moldova, Republic of","Hungary","2020","4801399","3"
"Moldova, Republic of","Romania","2020","3839373","4"
"Moldova, Republic of","Germany","2020","3616216","5"
"Mongolia","Switzerland","2000","114000","1"
"Mongolia","Russian Federation","2000","94519","2"
"Mongolia","Netherlands","2000","40731","3"
"Mongolia","Poland","2000","36492","4"
"Mongolia","Austria","2000","35650","5"
"Mongolia","China","2005","679456","1"
"Mongolia","United States of America","2005","332551","2"
"Mongolia","Russian Federation","2005","100036","3"
"Mongolia","France","2005","16118","4"
"Mongolia","Poland","2005","15976","5"
"Mongolia","United States of America","2010","5880799","1"
"Mongolia","China","2010","2212519","2"
"Mongolia","Poland","2010","539194","3"
"Mongolia","Russian Federation","2010","394039","4"
"Mongolia","Australia","2010","182394","5"
"Mongolia","China","2015","9291012","1"
"Mongolia","Poland","2015","4731012","2"
"Mongolia","United States of America","2015","2638271","3"
"Mongolia","Russian Federation","2015","1562284","4"
"Mongolia","Ukraine","2015","984772","5"
"Mongolia","China","2020","21096410","1"
"Mongolia","Russian Federation","2020","11034109","2"
"Mongolia","Poland","2020","4551583","3"
"Mongolia","United States of America","2020","1175735","4"
"Mongolia","Germany","2020","487894","5"
"Montenegro","Serbia","2015","41087057","1"
"Montenegro","Netherlands","2015","19266603","2"
"Montenegro","Spain","2015","13849164","3"
"Montenegro","Germany","2015","12424250","4"
"Montenegro","Croatia","2015","6658094","5"
"Morocco","Netherlands","2000","6795338","1"
"Morocco","France","2000","6150699","2"
"Morocco","Germany","2000","4805386","3"
